sample size and proportion,classifier,metric,precision,recall,f1-score,support
2000_5050,nb_tfidf,macro avg,0.709311018,0.696875,0.692304642,320
2000_5050,nb_tfidf,weighted avg,0.709311018,0.696875,0.692304642,320
2000_5050,rf_tfidf,0,0.625,0.78125,0.694444444,160
2000_5050,rf_tfidf,1,0.708333333,0.53125,0.607142857,160
2000_5050,rf_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
2000_5050,rf_tfidf,macro avg,0.666666667,0.65625,0.650793651,320
2000_5050,rf_tfidf,weighted avg,0.666666667,0.65625,0.650793651,320
2000_5050,dt_tfidf,0,0.742857143,0.8125,0.776119403,160
2000_5050,dt_tfidf,1,0.793103448,0.71875,0.754098361,160
2000_5050,dt_tfidf,accuracy,0.765625,0.765625,0.765625,0.765625
2000_5050,dt_tfidf,macro avg,0.767980296,0.765625,0.765108882,320
2000_5050,dt_tfidf,weighted avg,0.767980296,0.765625,0.765108882,320
2000_5050,svc_tfidf,0,0.765060241,0.79375,0.779141104,160
2000_5050,svc_tfidf,1,0.785714286,0.75625,0.770700637,160
2000_5050,svc_tfidf,accuracy,0.775,0.775,0.775,0.775
2000_5050,svc_tfidf,macro avg,0.775387263,0.775,0.774920871,320
2000_5050,svc_tfidf,weighted avg,0.775387263,0.775,0.774920871,320
2000_5050,lsvc_tfidf,0,0.73480663,0.83125,0.780058651,160
2000_5050,lsvc_tfidf,1,0.805755396,0.7,0.74916388,160
2000_5050,lsvc_tfidf,accuracy,0.765625,0.765625,0.765625,0.765625
2000_5050,lsvc_tfidf,macro avg,0.770281013,0.765625,0.764611265,320
2000_5050,lsvc_tfidf,weighted avg,0.770281013,0.765625,0.764611265,320
2000_5050,sgd_tfidf,0,0.757225434,0.81875,0.786786787,160
2000_5050,sgd_tfidf,1,0.802721088,0.7375,0.768729642,160
2000_5050,sgd_tfidf,accuracy,0.778125,0.778125,0.778125,0.778125
2000_5050,sgd_tfidf,macro avg,0.779973261,0.778125,0.777758214,320
2000_5050,sgd_tfidf,weighted avg,0.779973261,0.778125,0.777758214,320
2000_5050,knn_tfidf,0,0.69273743,0.775,0.731563422,160
2000_5050,knn_tfidf,1,0.744680851,0.65625,0.697674419,160
2000_5050,knn_tfidf,accuracy,0.715625,0.715625,0.715625,0.715625
2000_5050,knn_tfidf,macro avg,0.718709141,0.715625,0.71461892,320
2000_5050,knn_tfidf,weighted avg,0.718709141,0.715625,0.71461892,320
2000_5050,lr_w2v,0,0.666666667,0.7375,0.700296736,160
2000_5050,lr_w2v,1,0.706293706,0.63125,0.666666667,160
2000_5050,lr_w2v,accuracy,0.684375,0.684375,0.684375,0.684375
2000_5050,lr_w2v,macro avg,0.686480186,0.684375,0.683481701,320
2000_5050,lr_w2v,weighted avg,0.686480186,0.684375,0.683481701,320
3000_1090,lr_tfidf,0,0.730769231,0.431818182,0.542857143,44
3000_1090,lr_tfidf,1,0.944933921,0.983944954,0.964044944,436
3000_1090,lr_tfidf,accuracy,0.933333333,0.933333333,0.933333333,0.933333333
3000_1090,lr_tfidf,macro avg,0.837851576,0.707881568,0.753451043,480
3000_1090,lr_tfidf,weighted avg,0.925302157,0.933333333,0.925436062,480
3000_1090,nb_tfidf,0,1,0.045454545,0.086956522,44
3000_1090,nb_tfidf,1,0.912133891,1,0.95404814,436
3000_1090,nb_tfidf,accuracy,0.9125,0.9125,0.9125,0.9125
3000_1090,nb_tfidf,macro avg,0.956066946,0.522727273,0.520502331,480
3000_1090,nb_tfidf,weighted avg,0.920188285,0.9125,0.874564742,480
3000_1090,rf_tfidf,0,1,0.068181818,0.127659574,44
3000_1090,rf_tfidf,1,0.914046122,1,0.9550931,436
3000_1090,rf_tfidf,accuracy,0.914583333,0.914583333,0.914583333,0.914583333
3000_1090,rf_tfidf,macro avg,0.957023061,0.534090909,0.541376337,480
3000_1090,rf_tfidf,weighted avg,0.921925227,0.914583333,0.879245027,480
3000_1090,dt_tfidf,0,0.551020408,0.613636364,0.580645161,44
3000_1090,dt_tfidf,1,0.960556845,0.949541284,0.955017301,436
3000_1090,dt_tfidf,accuracy,0.91875,0.91875,0.91875,0.91875
3000_1090,dt_tfidf,macro avg,0.755788626,0.781588824,0.767831231,480
3000_1090,dt_tfidf,weighted avg,0.923016005,0.91875,0.920699855,480
3000_1090,svc_tfidf,0,1,0.363636364,0.533333333,44
3000_1090,svc_tfidf,1,0.939655172,1,0.968888889,436
3000_1090,svc_tfidf,accuracy,0.941666667,0.941666667,0.941666667,0.941666667
3000_1090,svc_tfidf,macro avg,0.969827586,0.681818182,0.751111111,480
3000_1090,svc_tfidf,weighted avg,0.945186782,0.941666667,0.928962963,480
3000_1090,lsvc_tfidf,0,0.8,0.454545455,0.579710145,44
3000_1090,lsvc_tfidf,1,0.947252747,0.98853211,0.967452301,436
3000_1090,lsvc_tfidf,accuracy,0.939583333,0.939583333,0.939583333,0.939583333
3000_1090,lsvc_tfidf,macro avg,0.873626374,0.721538782,0.773581223,480
3000_1090,lsvc_tfidf,weighted avg,0.933754579,0.939583333,0.93190927,480
3000_1090,sgd_tfidf,0,0.605263158,0.522727273,0.56097561,44
3000_1090,sgd_tfidf,1,0.952488688,0.96559633,0.958997722,436
3000_1090,sgd_tfidf,accuracy,0.925,0.925,0.925,0.925
3000_1090,sgd_tfidf,macro avg,0.778875923,0.744161802,0.759986666,480
3000_1090,sgd_tfidf,weighted avg,0.920659681,0.925,0.922512362,480
3000_1090,knn_tfidf,0,0.441860465,0.431818182,0.436781609,44
3000_1090,knn_tfidf,1,0.942791762,0.944954128,0.943871707,436
3000_1090,knn_tfidf,accuracy,0.897916667,0.897916667,0.897916667,0.897916667
3000_1090,knn_tfidf,macro avg,0.692326114,0.688386155,0.690326658,480
3000_1090,knn_tfidf,weighted avg,0.89687306,0.897916667,0.897388448,480
3000_1090,lr_w2v,0,1,0.090909091,0.166666667,44
3000_1090,lr_w2v,1,0.915966387,1,0.956140351,436
3000_1090,lr_w2v,accuracy,0.916666667,0.916666667,0.916666667,0.916666667
3000_1090,lr_w2v,macro avg,0.957983193,0.545454545,0.561403509,480
3000_1090,lr_w2v,weighted avg,0.923669468,0.916666667,0.88377193,480
3000_2080,lr_tfidf,0,0.912280702,0.5,0.645962733,104
3000_2080,lr_tfidf,1,0.877068558,0.986702128,0.928660826,376
3000_2080,lr_tfidf,accuracy,0.88125,0.88125,0.88125,0.88125
3000_2080,lr_tfidf,macro avg,0.89467463,0.743351064,0.787311779,480
3000_2080,lr_tfidf,weighted avg,0.884697856,0.88125,0.867409573,480
3000_2080,nb_tfidf,0,1,0.182692308,0.308943089,104
3000_2080,nb_tfidf,1,0.815618221,1,0.898446834,376
3000_2080,nb_tfidf,accuracy,0.822916667,0.822916667,0.822916667,0.822916667
3000_2080,nb_tfidf,macro avg,0.907809111,0.591346154,0.603694962,480
3000_2080,nb_tfidf,weighted avg,0.855567607,0.822916667,0.770721023,480
3000_2080,rf_tfidf,0,1,0.125,0.222222222,104
3000_2080,rf_tfidf,1,0.805139186,1,0.892052195,376
3000_2080,rf_tfidf,accuracy,0.810416667,0.810416667,0.810416667,0.810416667
3000_2080,rf_tfidf,macro avg,0.902569593,0.5625,0.557137208,480
3000_2080,rf_tfidf,weighted avg,0.847359029,0.810416667,0.746922367,480
3000_2080,dt_tfidf,0,0.615384615,0.615384615,0.615384615,104
3000_2080,dt_tfidf,1,0.893617021,0.893617021,0.893617021,376
3000_2080,dt_tfidf,accuracy,0.833333333,0.833333333,0.833333333,0.833333333
3000_2080,dt_tfidf,macro avg,0.754500818,0.754500818,0.754500818,480
3000_2080,dt_tfidf,weighted avg,0.833333333,0.833333333,0.833333333,480
3000_2080,svc_tfidf,0,1,0.442307692,0.613333333,104
3000_2080,svc_tfidf,1,0.866359447,1,0.928395062,376
3000_2080,svc_tfidf,accuracy,0.879166667,0.879166667,0.879166667,0.879166667
3000_2080,svc_tfidf,macro avg,0.933179724,0.721153846,0.770864198,480
3000_2080,svc_tfidf,weighted avg,0.8953149,0.879166667,0.860131687,480
3000_2080,lsvc_tfidf,0,0.892857143,0.480769231,0.625,104
3000_2080,lsvc_tfidf,1,0.872641509,0.984042553,0.925,376
3000_2080,lsvc_tfidf,accuracy,0.875,0.875,0.875,0.875
3000_2080,lsvc_tfidf,macro avg,0.882749326,0.732405892,0.775,480
3000_2080,lsvc_tfidf,weighted avg,0.877021563,0.875,0.86,480
3000_2080,sgd_tfidf,0,0.819444444,0.567307692,0.670454545,104
3000_2080,sgd_tfidf,1,0.889705882,0.965425532,0.926020408,376
3000_2080,sgd_tfidf,accuracy,0.879166667,0.879166667,0.879166667,0.879166667
3000_2080,sgd_tfidf,macro avg,0.854575163,0.766366612,0.798237477,480
3000_2080,sgd_tfidf,weighted avg,0.874482571,0.879166667,0.870647805,480
3000_2080,knn_tfidf,0,0.635135135,0.451923077,0.528089888,104
3000_2080,knn_tfidf,1,0.859605911,0.928191489,0.89258312,376
3000_2080,knn_tfidf,accuracy,0.825,0.825,0.825,0.825
3000_2080,knn_tfidf,macro avg,0.747370523,0.690057283,0.710336504,480
3000_2080,knn_tfidf,weighted avg,0.810970576,0.825,0.813609586,480
3000_2080,lr_w2v,0,0.714285714,0.192307692,0.303030303,104
3000_2080,lr_w2v,1,0.814159292,0.978723404,0.888888889,376
3000_2080,lr_w2v,accuracy,0.808333333,0.808333333,0.808333333,0.808333333
3000_2080,lr_w2v,macro avg,0.764222503,0.585515548,0.595959596,480
3000_2080,lr_w2v,weighted avg,0.792520017,0.808333333,0.761952862,480
3000_3070,lr_tfidf,0,0.709677419,0.671755725,0.690196078,131
3000_3070,lr_tfidf,1,0.879213483,0.896848138,0.887943262,349
3000_3070,lr_tfidf,accuracy,0.835416667,0.835416667,0.835416667,0.835416667
3000_3070,lr_tfidf,macro avg,0.794445451,0.784301931,0.78906967,480
3000_3070,lr_tfidf,weighted avg,0.832944266,0.835416667,0.83397476,480
3000_3070,nb_tfidf,0,1,0.282442748,0.44047619,131
3000_3070,nb_tfidf,1,0.787810384,1,0.881313131,349
3000_3070,nb_tfidf,accuracy,0.804166667,0.804166667,0.804166667,0.804166667
3000_3070,nb_tfidf,macro avg,0.893905192,0.641221374,0.660894661,480
3000_3070,nb_tfidf,weighted avg,0.845720467,0.804166667,0.761001383,480
3000_3070,rf_tfidf,0,1,0.091603053,0.167832168,131
3000_3070,rf_tfidf,1,0.745726496,1,0.854345165,349
3000_3070,rf_tfidf,accuracy,0.752083333,0.752083333,0.752083333,0.752083333
3000_3070,rf_tfidf,macro avg,0.872863248,0.545801527,0.511088667,480
3000_3070,rf_tfidf,weighted avg,0.815121973,0.752083333,0.666984326,480
3000_3070,dt_tfidf,0,0.557692308,0.664122137,0.606271777,131
3000_3070,dt_tfidf,1,0.864197531,0.802292264,0.832095097,349
3000_3070,dt_tfidf,accuracy,0.764583333,0.764583333,0.764583333,0.764583333
3000_3070,dt_tfidf,macro avg,0.710944919,0.733207201,0.719183437,480
3000_3070,dt_tfidf,weighted avg,0.780547147,0.764583333,0.770464149,480
3000_3070,svc_tfidf,0,0.884615385,0.526717557,0.660287081,131
3000_3070,svc_tfidf,1,0.845771144,0.974212034,0.905459387,349
3000_3070,svc_tfidf,accuracy,0.852083333,0.852083333,0.852083333,0.852083333
3000_3070,svc_tfidf,macro avg,0.865193264,0.750464796,0.782873234,480
3000_3070,svc_tfidf,weighted avg,0.856372385,0.852083333,0.838547779,480
3000_3070,lsvc_tfidf,0,0.701612903,0.664122137,0.682352941,131
3000_3070,lsvc_tfidf,1,0.876404494,0.893982808,0.885106383,349
3000_3070,lsvc_tfidf,accuracy,0.83125,0.83125,0.83125,0.83125
3000_3070,lsvc_tfidf,macro avg,0.789008699,0.779052473,0.783729662,480
3000_3070,lsvc_tfidf,weighted avg,0.828700956,0.83125,0.829771589,480
3000_3070,sgd_tfidf,0,0.661538462,0.65648855,0.659003831,131
3000_3070,sgd_tfidf,1,0.871428571,0.873925501,0.87267525,349
3000_3070,sgd_tfidf,accuracy,0.814583333,0.814583333,0.814583333,0.814583333
3000_3070,sgd_tfidf,macro avg,0.766483516,0.765207026,0.765839541,480
3000_3070,sgd_tfidf,weighted avg,0.814146062,0.814583333,0.814360759,480
3000_3070,knn_tfidf,0,0.576,0.549618321,0.5625,131
3000_3070,knn_tfidf,1,0.833802817,0.848137536,0.840909091,349
3000_3070,knn_tfidf,accuracy,0.766666667,0.766666667,0.766666667,0.766666667
3000_3070,knn_tfidf,macro avg,0.704901408,0.698877928,0.701704545,480
3000_3070,knn_tfidf,weighted avg,0.763444131,0.766666667,0.76492661,480
3000_3070,lr_w2v,0,0.576086957,0.404580153,0.475336323,131
3000_3070,lr_w2v,1,0.798969072,0.888252149,0.841248304,349
3000_3070,lr_w2v,accuracy,0.75625,0.75625,0.75625,0.75625
3000_3070,lr_w2v,macro avg,0.687528014,0.646416151,0.658292313,480
3000_3070,lr_w2v,weighted avg,0.738140828,0.75625,0.741384826,480
3000_4060,lr_tfidf,0,0.712041885,0.772727273,0.741144414,176
3000_4060,lr_tfidf,1,0.861591696,0.819078947,0.839797639,304
3000_4060,lr_tfidf,accuracy,0.802083333,0.802083333,0.802083333,0.802083333
3000_4060,lr_tfidf,macro avg,0.78681679,0.79590311,0.790471027,480
3000_4060,lr_tfidf,weighted avg,0.806756765,0.802083333,0.80362479,480
3000_4060,nb_tfidf,0,0.733870968,0.517045455,0.606666667,176
3000_4060,nb_tfidf,1,0.761235955,0.891447368,0.821212121,304
3000_4060,nb_tfidf,accuracy,0.754166667,0.754166667,0.754166667,0.754166667
3000_4060,nb_tfidf,macro avg,0.747553461,0.704246411,0.713939394,480
3000_4060,nb_tfidf,weighted avg,0.751202126,0.754166667,0.742545455,480
3000_4060,rf_tfidf,0,0.786885246,0.272727273,0.405063291,176
3000_4060,rf_tfidf,1,0.69451074,0.957236842,0.804979253,304
3000_4060,rf_tfidf,accuracy,0.70625,0.70625,0.70625,0.70625
3000_4060,rf_tfidf,macro avg,0.740697993,0.614982057,0.605021272,480
3000_4060,rf_tfidf,weighted avg,0.728381392,0.70625,0.6583434,480
3000_4060,dt_tfidf,0,0.706161137,0.846590909,0.77002584,176
3000_4060,dt_tfidf,1,0.899628253,0.796052632,0.844677138,304
3000_4060,dt_tfidf,accuracy,0.814583333,0.814583333,0.814583333,0.814583333
3000_4060,dt_tfidf,macro avg,0.802894695,0.82132177,0.807351489,480
3000_4060,dt_tfidf,weighted avg,0.82869031,0.814583333,0.817304995,480
3000_4060,svc_tfidf,0,0.820512821,0.727272727,0.771084337,176
3000_4060,svc_tfidf,1,0.851851852,0.907894737,0.878980892,304
3000_4060,svc_tfidf,accuracy,0.841666667,0.841666667,0.841666667,0.841666667
3000_4060,svc_tfidf,macro avg,0.836182336,0.817583732,0.825032615,480
3000_4060,svc_tfidf,weighted avg,0.840360874,0.841666667,0.839418822,480
3000_4060,lsvc_tfidf,0,0.712041885,0.772727273,0.741144414,176
3000_4060,lsvc_tfidf,1,0.861591696,0.819078947,0.839797639,304
3000_4060,lsvc_tfidf,accuracy,0.802083333,0.802083333,0.802083333,0.802083333
3000_4060,lsvc_tfidf,macro avg,0.78681679,0.79590311,0.790471027,480
3000_4060,lsvc_tfidf,weighted avg,0.806756765,0.802083333,0.80362479,480
3000_4060,sgd_tfidf,0,0.725806452,0.767045455,0.745856354,176
3000_4060,sgd_tfidf,1,0.860544218,0.832236842,0.846153846,304
3000_4060,sgd_tfidf,accuracy,0.808333333,0.808333333,0.808333333,0.808333333
3000_4060,sgd_tfidf,macro avg,0.793175335,0.799641148,0.7960051,480
3000_4060,sgd_tfidf,weighted avg,0.81114037,0.808333333,0.809378099,480
3000_4060,knn_tfidf,0,0.681318681,0.704545455,0.69273743,176
3000_4060,knn_tfidf,1,0.825503356,0.809210526,0.817275748,304
3000_4060,knn_tfidf,accuracy,0.770833333,0.770833333,0.770833333,0.770833333
3000_4060,knn_tfidf,macro avg,0.753411019,0.75687799,0.755006589,480
3000_4060,knn_tfidf,weighted avg,0.772635642,0.770833333,0.771611698,480
3000_4060,lr_w2v,0,0.596938776,0.664772727,0.629032258,176
3000_4060,lr_w2v,1,0.792253521,0.740131579,0.765306122,304
3000_4060,lr_w2v,accuracy,0.7125,0.7125,0.7125,0.7125
3000_4060,lr_w2v,macro avg,0.694596148,0.702452153,0.69716919,480
3000_4060,lr_w2v,weighted avg,0.720638114,0.7125,0.715339039,480
3000_5050,lr_tfidf,0,0.777777778,0.871485944,0.821969697,249
3000_5050,lr_tfidf,1,0.84079602,0.731601732,0.782407407,231
3000_5050,lr_tfidf,accuracy,0.804166667,0.804166667,0.804166667,0.804166667
3000_5050,lr_tfidf,macro avg,0.809286899,0.801543838,0.802188552,480
3000_5050,lr_tfidf,weighted avg,0.808105307,0.804166667,0.802930345,480
3000_5050,nb_tfidf,0,0.699367089,0.887550201,0.782300885,249
3000_5050,nb_tfidf,1,0.829268293,0.588744589,0.688607595,231
3000_5050,nb_tfidf,accuracy,0.74375,0.74375,0.74375,0.74375
3000_5050,nb_tfidf,macro avg,0.764317691,0.738147395,0.73545424,480
3000_5050,nb_tfidf,weighted avg,0.761882043,0.74375,0.737210989,480
3000_5050,rf_tfidf,0,0.670360111,0.97188755,0.793442623,249
3000_5050,rf_tfidf,1,0.941176471,0.484848485,0.64,231
3000_5050,rf_tfidf,accuracy,0.7375,0.7375,0.7375,0.7375
3000_5050,rf_tfidf,macro avg,0.805768291,0.728368018,0.716721311,480
3000_5050,rf_tfidf,weighted avg,0.800690484,0.7375,0.719598361,480
3000_5050,dt_tfidf,0,0.76109215,0.895582329,0.822878229,249
3000_5050,dt_tfidf,1,0.860962567,0.696969697,0.770334928,231
3000_5050,dt_tfidf,accuracy,0.8,0.8,0.8,0.8
3000_5050,dt_tfidf,macro avg,0.811027359,0.796276013,0.796606579,480
3000_5050,dt_tfidf,weighted avg,0.809154788,0.8,0.797591765,480
3000_5050,svc_tfidf,0,0.824902724,0.851405622,0.837944664,249
3000_5050,svc_tfidf,1,0.834080717,0.805194805,0.81938326,231
3000_5050,svc_tfidf,accuracy,0.829166667,0.829166667,0.829166667,0.829166667
3000_5050,svc_tfidf,macro avg,0.829491721,0.828300214,0.828663962,480
3000_5050,svc_tfidf,weighted avg,0.829319633,0.829166667,0.829011988,480
3000_5050,lsvc_tfidf,0,0.779783394,0.86746988,0.821292776,249
3000_5050,lsvc_tfidf,1,0.837438424,0.735930736,0.783410138,231
3000_5050,lsvc_tfidf,accuracy,0.804166667,0.804166667,0.804166667,0.804166667
3000_5050,lsvc_tfidf,macro avg,0.808610909,0.801700308,0.802351457,480
3000_5050,lsvc_tfidf,weighted avg,0.807529877,0.804166667,0.803061756,480
3000_5050,sgd_tfidf,0,0.820610687,0.863453815,0.84148728,249
3000_5050,sgd_tfidf,1,0.844036697,0.796536797,0.819599109,231
3000_5050,sgd_tfidf,accuracy,0.83125,0.83125,0.83125,0.83125
3000_5050,sgd_tfidf,macro avg,0.832323692,0.829995306,0.830543194,480
3000_5050,sgd_tfidf,weighted avg,0.831884454,0.83125,0.830953598,480
3000_5050,knn_tfidf,0,0.730038023,0.771084337,0.75,249
3000_5050,knn_tfidf,1,0.737327189,0.692640693,0.714285714,231
3000_5050,knn_tfidf,accuracy,0.733333333,0.733333333,0.733333333,0.733333333
3000_5050,knn_tfidf,macro avg,0.733682606,0.731862515,0.732142857,480
3000_5050,knn_tfidf,weighted avg,0.733545934,0.733333333,0.7328125,480
3000_5050,lr_w2v,0,0.705882353,0.819277108,0.758364312,249
3000_5050,lr_w2v,1,0.764397906,0.632034632,0.691943128,231
3000_5050,lr_w2v,accuracy,0.729166667,0.729166667,0.729166667,0.729166667
3000_5050,lr_w2v,macro avg,0.735140129,0.72565587,0.72515372,480
3000_5050,lr_w2v,weighted avg,0.734042963,0.729166667,0.726399117,480
4000_1090,lr_tfidf,0,0.888888889,0.307692308,0.457142857,52
4000_1090,lr_tfidf,1,0.942122186,0.996598639,0.968595041,588
4000_1090,lr_tfidf,accuracy,0.940625,0.940625,0.940625,0.940625
4000_1090,lr_tfidf,macro avg,0.915505538,0.652145474,0.712868949,640
4000_1090,lr_tfidf,weighted avg,0.937796981,0.940625,0.927039551,640
4000_1090,nb_tfidf,0,1,0.096153846,0.175438596,52
4000_1090,nb_tfidf,1,0.925984252,1,0.96156991,588
4000_1090,nb_tfidf,accuracy,0.9265625,0.9265625,0.9265625,0.9265625
4000_1090,nb_tfidf,macro avg,0.962992126,0.548076923,0.568504253,640
4000_1090,nb_tfidf,weighted avg,0.931998031,0.9265625,0.897696741,640
4000_1090,rf_tfidf,0,1,0.019230769,0.037735849,52
4000_1090,rf_tfidf,1,0.920187793,1,0.958435208,588
4000_1090,rf_tfidf,accuracy,0.9203125,0.9203125,0.9203125,0.9203125
4000_1090,rf_tfidf,macro avg,0.960093897,0.509615385,0.498085528,640
4000_1090,rf_tfidf,weighted avg,0.926672535,0.9203125,0.883628385,640
4000_1090,dt_tfidf,0,0.386666667,0.557692308,0.456692913,52
4000_1090,dt_tfidf,1,0.959292035,0.921768707,0.940156114,588
4000_1090,dt_tfidf,accuracy,0.8921875,0.8921875,0.8921875,0.8921875
4000_1090,dt_tfidf,macro avg,0.672979351,0.739730508,0.698424514,640
4000_1090,dt_tfidf,weighted avg,0.912766224,0.8921875,0.900874729,640
4000_1090,svc_tfidf,0,1,0.211538462,0.349206349,52
4000_1090,svc_tfidf,1,0.93481717,1,0.9663106,588
4000_1090,svc_tfidf,accuracy,0.9359375,0.9359375,0.9359375,0.9359375
4000_1090,svc_tfidf,macro avg,0.967408585,0.605769231,0.657758475,640
4000_1090,svc_tfidf,weighted avg,0.940113275,0.9359375,0.916170879,640
4000_1090,lsvc_tfidf,0,0.904761905,0.365384615,0.520547945,52
4000_1090,lsvc_tfidf,1,0.946688207,0.996598639,0.971002486,588
4000_1090,lsvc_tfidf,accuracy,0.9453125,0.9453125,0.9453125,0.9453125
4000_1090,lsvc_tfidf,macro avg,0.925725056,0.680991627,0.745775215,640
4000_1090,lsvc_tfidf,weighted avg,0.943281695,0.9453125,0.934403054,640
4000_1090,sgd_tfidf,0,0.553191489,0.5,0.525252525,52
4000_1090,sgd_tfidf,1,0.956155143,0.964285714,0.960203218,588
4000_1090,sgd_tfidf,accuracy,0.9265625,0.9265625,0.9265625,0.9265625
4000_1090,sgd_tfidf,macro avg,0.754673316,0.732142857,0.742727871,640
4000_1090,sgd_tfidf,weighted avg,0.923414346,0.9265625,0.924863474,640
4000_1090,knn_tfidf,0,0.823529412,0.269230769,0.405797101,52
4000_1090,knn_tfidf,1,0.939004815,0.994897959,0.966143683,588
4000_1090,knn_tfidf,accuracy,0.9359375,0.9359375,0.9359375,0.9359375
4000_1090,knn_tfidf,macro avg,0.881267114,0.632064364,0.685970392,640
4000_1090,knn_tfidf,weighted avg,0.929622439,0.9359375,0.920615523,640
4000_1090,lr_w2v,0,0,0,0,52
4000_1090,lr_w2v,1,0.918238994,0.993197279,0.954248366,588
4000_1090,lr_w2v,accuracy,0.9125,0.9125,0.9125,0.9125
4000_1090,lr_w2v,macro avg,0.459119497,0.496598639,0.477124183,640
4000_1090,lr_w2v,weighted avg,0.843632075,0.9125,0.876715686,640
4000_2080,lr_tfidf,0,0.844155844,0.503875969,0.631067961,129
4000_2080,lr_tfidf,1,0.886323268,0.976516634,0.929236499,511
4000_2080,lr_tfidf,accuracy,0.88125,0.88125,0.88125,0.88125
4000_2080,lr_tfidf,macro avg,0.865239556,0.740196302,0.78015223,640
4000_2080,lr_tfidf,weighted avg,0.877823897,0.88125,0.869136903,640
4000_2080,nb_tfidf,0,1,0.11627907,0.208333333,129
4000_2080,nb_tfidf,1,0.8176,1,0.899647887,511
4000_2080,nb_tfidf,accuracy,0.821875,0.821875,0.821875,0.821875
4000_2080,nb_tfidf,macro avg,0.9088,0.558139535,0.55399061,640
4000_2080,nb_tfidf,weighted avg,0.854365,0.821875,0.760304798,640
4000_2080,rf_tfidf,0,1,0.062015504,0.116788321,129
4000_2080,rf_tfidf,1,0.808544304,1,0.894138233,511
4000_2080,rf_tfidf,accuracy,0.8109375,0.8109375,0.8109375,0.8109375
4000_2080,rf_tfidf,macro avg,0.904272152,0.531007752,0.505463277,640
4000_2080,rf_tfidf,weighted avg,0.847134593,0.8109375,0.737453641,640
4000_2080,dt_tfidf,0,0.637681159,0.682170543,0.65917603,129
4000_2080,dt_tfidf,1,0.918326693,0.902152642,0.910167818,511
4000_2080,dt_tfidf,accuracy,0.8578125,0.8578125,0.8578125,0.8578125
4000_2080,dt_tfidf,macro avg,0.778003926,0.792161592,0.784671924,640
4000_2080,dt_tfidf,weighted avg,0.861759078,0.8578125,0.859577286,640
4000_2080,svc_tfidf,0,0.962962963,0.403100775,0.568306011,129
4000_2080,svc_tfidf,1,0.868600683,0.996086106,0.927985415,511
4000_2080,svc_tfidf,accuracy,0.8765625,0.8765625,0.8765625,0.8765625
4000_2080,svc_tfidf,macro avg,0.915781823,0.69959344,0.748145713,640
4000_2080,svc_tfidf,weighted avg,0.88762058,0.8765625,0.855487535,640
4000_2080,lsvc_tfidf,0,0.839506173,0.527131783,0.647619048,129
4000_2080,lsvc_tfidf,1,0.890876565,0.974559687,0.930841121,511
4000_2080,lsvc_tfidf,accuracy,0.884375,0.884375,0.884375,0.884375
4000_2080,lsvc_tfidf,macro avg,0.865191369,0.750845735,0.789230085,640
4000_2080,lsvc_tfidf,weighted avg,0.880522221,0.884375,0.873754172,640
4000_2080,sgd_tfidf,0,0.754716981,0.620155039,0.680851064,129
4000_2080,sgd_tfidf,1,0.9082397,0.949119374,0.928229665,511
4000_2080,sgd_tfidf,accuracy,0.8828125,0.8828125,0.8828125,0.8828125
4000_2080,sgd_tfidf,macro avg,0.831478341,0.784637206,0.804540364,640
4000_2080,sgd_tfidf,weighted avg,0.877295277,0.8828125,0.878367416,640
4000_2080,knn_tfidf,0,0.662337662,0.395348837,0.495145631,129
4000_2080,knn_tfidf,1,0.861456483,0.949119374,0.903165736,511
4000_2080,knn_tfidf,accuracy,0.8375,0.8375,0.8375,0.8375
4000_2080,knn_tfidf,macro avg,0.761897073,0.672234105,0.699155683,640
4000_2080,knn_tfidf,weighted avg,0.821321596,0.8375,0.820924183,640
4000_2080,lr_w2v,0,0.575,0.178294574,0.272189349,129
4000_2080,lr_w2v,1,0.823333333,0.966731898,0.889288929,511
4000_2080,lr_w2v,accuracy,0.8078125,0.8078125,0.8078125,0.8078125
4000_2080,lr_w2v,macro avg,0.699166667,0.572513236,0.580739139,640
4000_2080,lr_w2v,weighted avg,0.773278646,0.8078125,0.764904795,640
4000_3070,lr_tfidf,0,0.821656051,0.689839572,0.75,187
4000_3070,lr_tfidf,1,0.879917184,0.938189845,0.908119658,453
4000_3070,lr_tfidf,accuracy,0.865625,0.865625,0.865625,0.865625
4000_3070,lr_tfidf,macro avg,0.850786618,0.814014709,0.829059829,640
4000_3070,lr_tfidf,weighted avg,0.862894009,0.865625,0.861919071,640
4000_3070,nb_tfidf,0,0.979591837,0.256684492,0.406779661,187
4000_3070,nb_tfidf,1,0.764805415,0.997792494,0.865900383,453
4000_3070,nb_tfidf,accuracy,0.78125,0.78125,0.78125,0.78125
4000_3070,nb_tfidf,macro avg,0.872198626,0.627238493,0.636340022,640
4000_3070,nb_tfidf,weighted avg,0.827563322,0.78125,0.731751047,640
4000_3070,rf_tfidf,0,1,0.13368984,0.235849057,187
4000_3070,rf_tfidf,1,0.736585366,1,0.848314607,453
4000_3070,rf_tfidf,accuracy,0.746875,0.746875,0.746875,0.746875
4000_3070,rf_tfidf,macro avg,0.868292683,0.56684492,0.542081832,640
4000_3070,rf_tfidf,weighted avg,0.813551829,0.746875,0.669359829,640
