sample size and proportion,classifier,metric,val
600_3070,lsvc_tfidf,std,0.053284819
600_3070,sgd_tfidf,f1_mean,0.739150206
600_3070,sgd_tfidf,ci_lower,0.645428646
600_3070,sgd_tfidf,ci_upper,0.831655578
600_3070,sgd_tfidf,std,0.04854715
600_3070,knn_tfidf,f1_mean,0.785011295
600_3070,knn_tfidf,ci_lower,0.688827329
600_3070,knn_tfidf,ci_upper,0.867244592
600_3070,knn_tfidf,std,0.04570898
600_4060,lr_tfidf,f1_mean,0.643508024
600_4060,lr_tfidf,ci_lower,0.547684261
600_4060,lr_tfidf,ci_upper,0.748525981
600_4060,lr_tfidf,std,0.051984188
600_4060,nb_tfidf,f1_mean,0.624222422
600_4060,nb_tfidf,ci_lower,0.513027295
600_4060,nb_tfidf,ci_upper,0.741508108
600_4060,nb_tfidf,std,0.060894185
600_4060,rf_tfidf,f1_mean,0.573846846
600_4060,rf_tfidf,ci_lower,0.44146235
600_4060,rf_tfidf,ci_upper,0.698571429
600_4060,rf_tfidf,std,0.066623354
600_4060,dt_tfidf,f1_mean,0.553183426
600_4060,dt_tfidf,ci_lower,0.45369044
600_4060,dt_tfidf,ci_upper,0.643289969
600_4060,dt_tfidf,std,0.049573775
600_4060,svc_tfidf,f1_mean,0.632273718
600_4060,svc_tfidf,ci_lower,0.507575758
600_4060,svc_tfidf,ci_upper,0.741008632
600_4060,svc_tfidf,std,0.060731498
600_4060,lsvc_tfidf,f1_mean,0.628343973
600_4060,lsvc_tfidf,ci_lower,0.516663843
600_4060,lsvc_tfidf,ci_upper,0.72470491
600_4060,lsvc_tfidf,std,0.052305978
600_4060,sgd_tfidf,f1_mean,0.642227058
600_4060,sgd_tfidf,ci_lower,0.533019474
600_4060,sgd_tfidf,ci_upper,0.737078836
600_4060,sgd_tfidf,std,0.050647756
600_4060,knn_tfidf,f1_mean,0.597265882
600_4060,knn_tfidf,ci_lower,0.503401612
600_4060,knn_tfidf,ci_upper,0.699936069
600_4060,knn_tfidf,std,0.052040222
600_5050,lr_tfidf,f1_mean,0.686630222
600_5050,lr_tfidf,ci_lower,0.59047293
600_5050,lr_tfidf,ci_upper,0.78462257
600_5050,lr_tfidf,std,0.049267651
600_5050,nb_tfidf,f1_mean,0.64289218
600_5050,nb_tfidf,ci_lower,0.545223468
600_5050,nb_tfidf,ci_upper,0.745820292
600_5050,nb_tfidf,std,0.053508546
600_5050,rf_tfidf,f1_mean,0.637303407
600_5050,rf_tfidf,ci_lower,0.528904379
600_5050,rf_tfidf,ci_upper,0.744105523
600_5050,rf_tfidf,std,0.055206134
600_5050,dt_tfidf,f1_mean,0.66203969
600_5050,dt_tfidf,ci_lower,0.560323912
600_5050,dt_tfidf,ci_upper,0.76120307
600_5050,dt_tfidf,std,0.052939061
600_5050,svc_tfidf,f1_mean,0.634314928
600_5050,svc_tfidf,ci_lower,0.533262948
600_5050,svc_tfidf,ci_upper,0.724400195
600_5050,svc_tfidf,std,0.049905915
600_5050,lsvc_tfidf,f1_mean,0.665057451
600_5050,lsvc_tfidf,ci_lower,0.565932349
600_5050,lsvc_tfidf,ci_upper,0.758563153
600_5050,lsvc_tfidf,std,0.04862686
600_5050,sgd_tfidf,f1_mean,0.636238835
600_5050,sgd_tfidf,ci_lower,0.540593962
600_5050,sgd_tfidf,ci_upper,0.728943226
600_5050,sgd_tfidf,std,0.049141212
600_5050,knn_tfidf,f1_mean,0.690230182
600_5050,knn_tfidf,ci_lower,0.586284415
600_5050,knn_tfidf,ci_upper,0.780436586
600_5050,knn_tfidf,std,0.048550037
800_1090,lr_tfidf,f1_mean,0.916975495
800_1090,lr_tfidf,ci_lower,0.852592397
800_1090,lr_tfidf,ci_upper,0.966469775
800_1090,lr_tfidf,std,0.02964608
800_1090,nb_tfidf,f1_mean,0.862290889
800_1090,nb_tfidf,ci_lower,0.794380252
800_1090,nb_tfidf,ci_upper,0.93025
800_1090,nb_tfidf,std,0.036149349
800_1090,rf_tfidf,f1_mean,0.862576662
800_1090,rf_tfidf,ci_lower,0.794380252
800_1090,rf_tfidf,ci_upper,0.93025
800_1090,rf_tfidf,std,0.035241088
800_1090,dt_tfidf,f1_mean,0.898118115
800_1090,dt_tfidf,ci_lower,0.836005381
800_1090,dt_tfidf,ci_upper,0.95486961
800_1090,dt_tfidf,std,0.029546857
800_1090,svc_tfidf,f1_mean,0.877106319
800_1090,svc_tfidf,ci_lower,0.812534699
800_1090,svc_tfidf,ci_upper,0.941893632
800_1090,svc_tfidf,std,0.034729005
800_1090,lsvc_tfidf,f1_mean,0.917354073
800_1090,lsvc_tfidf,ci_lower,0.856250557
800_1090,lsvc_tfidf,ci_upper,0.972798583
800_1090,lsvc_tfidf,std,0.029823792
800_1090,sgd_tfidf,f1_mean,0.902743906
800_1090,sgd_tfidf,ci_lower,0.840747695
800_1090,sgd_tfidf,ci_upper,0.95523619
800_1090,sgd_tfidf,std,0.03030546
800_1090,knn_tfidf,f1_mean,0.877355137
800_1090,knn_tfidf,ci_lower,0.809671056
800_1090,knn_tfidf,ci_upper,0.930796465
800_1090,knn_tfidf,std,0.030979182
800_2080,lr_tfidf,f1_mean,0.842132554
800_2080,lr_tfidf,ci_lower,0.757610364
800_2080,lr_tfidf,ci_upper,0.912835623
800_2080,lr_tfidf,std,0.038256462
800_2080,nb_tfidf,f1_mean,0.814195
800_2080,nb_tfidf,ci_lower,0.722731125
800_2080,nb_tfidf,ci_upper,0.89460294
800_2080,nb_tfidf,std,0.044918798
800_2080,rf_tfidf,f1_mean,0.798681104
800_2080,rf_tfidf,ci_lower,0.704971516
800_2080,rf_tfidf,ci_upper,0.877363445
800_2080,rf_tfidf,std,0.045949607
800_2080,dt_tfidf,f1_mean,0.799908172
800_2080,dt_tfidf,ci_lower,0.719969117
800_2080,dt_tfidf,ci_upper,0.875
800_2080,dt_tfidf,std,0.041013767
800_2080,svc_tfidf,f1_mean,0.829645434
800_2080,svc_tfidf,ci_lower,0.743084491
800_2080,svc_tfidf,ci_upper,0.904938541
800_2080,svc_tfidf,std,0.04215313
800_2080,lsvc_tfidf,f1_mean,0.837842849
800_2080,lsvc_tfidf,ci_lower,0.750997223
800_2080,lsvc_tfidf,ci_upper,0.902430978
800_2080,lsvc_tfidf,std,0.038226389
800_2080,sgd_tfidf,f1_mean,0.802344324
800_2080,sgd_tfidf,ci_lower,0.716063549
800_2080,sgd_tfidf,ci_upper,0.877525444
800_2080,sgd_tfidf,std,0.039906754
800_2080,knn_tfidf,f1_mean,0.822128104
800_2080,knn_tfidf,ci_lower,0.735977056
800_2080,knn_tfidf,ci_upper,0.895584769
800_2080,knn_tfidf,std,0.040836844
800_3070,lr_tfidf,f1_mean,0.774474971
800_3070,lr_tfidf,ci_lower,0.68773594
800_3070,lr_tfidf,ci_upper,0.854729844
800_3070,lr_tfidf,std,0.043156209
800_3070,nb_tfidf,f1_mean,0.766647924
800_3070,nb_tfidf,ci_lower,0.673106894
800_3070,nb_tfidf,ci_upper,0.851761519
800_3070,nb_tfidf,std,0.044667951
800_3070,rf_tfidf,f1_mean,0.710338284
800_3070,rf_tfidf,ci_lower,0.614105319
800_3070,rf_tfidf,ci_upper,0.801487527
800_3070,rf_tfidf,std,0.050229686
800_3070,dt_tfidf,f1_mean,0.760672262
800_3070,dt_tfidf,ci_lower,0.681931644
800_3070,dt_tfidf,ci_upper,0.833434688
800_3070,dt_tfidf,std,0.038540958
800_3070,svc_tfidf,f1_mean,0.767481856
800_3070,svc_tfidf,ci_lower,0.674626679
800_3070,svc_tfidf,ci_upper,0.852557114
800_3070,svc_tfidf,std,0.044086451
800_3070,lsvc_tfidf,f1_mean,0.778524873
800_3070,lsvc_tfidf,ci_lower,0.687351785
800_3070,lsvc_tfidf,ci_upper,0.856730032
800_3070,lsvc_tfidf,std,0.043501208
800_3070,sgd_tfidf,f1_mean,0.763406499
800_3070,sgd_tfidf,ci_lower,0.680031456
800_3070,sgd_tfidf,ci_upper,0.840867178
800_3070,sgd_tfidf,std,0.039208051
800_3070,knn_tfidf,f1_mean,0.792601231
800_3070,knn_tfidf,ci_lower,0.706415406
800_3070,knn_tfidf,ci_upper,0.872585473
800_3070,knn_tfidf,std,0.043183843
800_4060,lr_tfidf,f1_mean,0.645280719
800_4060,lr_tfidf,ci_lower,0.565929773
800_4060,lr_tfidf,ci_upper,0.726751677
800_4060,lr_tfidf,std,0.041971058
800_4060,nb_tfidf,f1_mean,0.620199766
800_4060,nb_tfidf,ci_lower,0.521590803
800_4060,nb_tfidf,ci_upper,0.718741451
800_4060,nb_tfidf,std,0.051106223
800_4060,rf_tfidf,f1_mean,0.578012196
800_4060,rf_tfidf,ci_lower,0.472064088
800_4060,rf_tfidf,ci_upper,0.678946148
800_4060,rf_tfidf,std,0.053050611
800_4060,dt_tfidf,f1_mean,0.625428516
800_4060,dt_tfidf,ci_lower,0.540172755
800_4060,dt_tfidf,ci_upper,0.714399082
800_4060,dt_tfidf,std,0.044347502
800_4060,svc_tfidf,f1_mean,0.644384368
800_4060,svc_tfidf,ci_lower,0.547058637
800_4060,svc_tfidf,ci_upper,0.732624765
800_4060,svc_tfidf,std,0.049166205
800_4060,lsvc_tfidf,f1_mean,0.657629428
800_4060,lsvc_tfidf,ci_lower,0.57062512
800_4060,lsvc_tfidf,ci_upper,0.746371591
800_4060,lsvc_tfidf,std,0.046201994
800_4060,sgd_tfidf,f1_mean,0.64516537
800_4060,sgd_tfidf,ci_lower,0.565198243
800_4060,sgd_tfidf,ci_upper,0.724778251
800_4060,sgd_tfidf,std,0.040348436
800_4060,knn_tfidf,f1_mean,0.642256509
800_4060,knn_tfidf,ci_lower,0.567839443
800_4060,knn_tfidf,ci_upper,0.721812137
800_4060,knn_tfidf,std,0.040371789
800_5050,lr_tfidf,f1_mean,0.685633585
800_5050,lr_tfidf,ci_lower,0.608446791
800_5050,lr_tfidf,ci_upper,0.773919783
800_5050,lr_tfidf,std,0.042068503
800_5050,nb_tfidf,f1_mean,0.721393029
800_5050,nb_tfidf,ci_lower,0.641697854
800_5050,nb_tfidf,ci_upper,0.804618491
800_5050,nb_tfidf,std,0.040490433
800_5050,rf_tfidf,f1_mean,0.703878085
800_5050,rf_tfidf,ci_lower,0.61937601
800_5050,rf_tfidf,ci_upper,0.780296933
800_5050,rf_tfidf,std,0.041381204
800_5050,dt_tfidf,f1_mean,0.655684745
800_5050,dt_tfidf,ci_lower,0.576672286
800_5050,dt_tfidf,ci_upper,0.734375
800_5050,dt_tfidf,std,0.041537576
800_5050,svc_tfidf,f1_mean,0.721805905
800_5050,svc_tfidf,ci_lower,0.643346577
800_5050,svc_tfidf,ci_upper,0.793647889
800_5050,svc_tfidf,std,0.039678323
800_5050,lsvc_tfidf,f1_mean,0.653851585
800_5050,lsvc_tfidf,ci_lower,0.570151736
800_5050,lsvc_tfidf,ci_upper,0.733385981
800_5050,lsvc_tfidf,std,0.043205579
800_5050,sgd_tfidf,f1_mean,0.582422554
800_5050,sgd_tfidf,ci_lower,0.49705844
800_5050,sgd_tfidf,ci_upper,0.6709311
800_5050,sgd_tfidf,std,0.044335309
800_5050,knn_tfidf,f1_mean,0.641853706
800_5050,knn_tfidf,ci_lower,0.552378375
800_5050,knn_tfidf,ci_upper,0.725608727
800_5050,knn_tfidf,std,0.043810903
1000_1090,lr_tfidf,f1_mean,0.822908402
1000_1090,lr_tfidf,ci_lower,0.750051297
1000_1090,lr_tfidf,ci_upper,0.888961039
1000_1090,lr_tfidf,std,0.035821793
1000_1090,nb_tfidf,f1_mean,0.826679638
1000_1090,nb_tfidf,ci_lower,0.750051297
1000_1090,nb_tfidf,ci_upper,0.902907369
1000_1090,nb_tfidf,std,0.038216176
1000_1090,rf_tfidf,f1_mean,0.825031291
1000_1090,rf_tfidf,ci_lower,0.745890411
1000_1090,rf_tfidf,ci_upper,0.888961039
1000_1090,rf_tfidf,std,0.036567275
1000_1090,dt_tfidf,f1_mean,0.7903626
1000_1090,dt_tfidf,ci_lower,0.722232319
1000_1090,dt_tfidf,ci_upper,0.860049947
1000_1090,dt_tfidf,std,0.035062765
1000_1090,svc_tfidf,f1_mean,0.826056783
1000_1090,svc_tfidf,ci_lower,0.758823142
1000_1090,svc_tfidf,ci_upper,0.898098706
1000_1090,svc_tfidf,std,0.035352878
1000_1090,lsvc_tfidf,f1_mean,0.842421629
1000_1090,lsvc_tfidf,ci_lower,0.772245763
1000_1090,lsvc_tfidf,ci_upper,0.912472944
1000_1090,lsvc_tfidf,std,0.034817999
1000_1090,sgd_tfidf,f1_mean,0.830840869
1000_1090,sgd_tfidf,ci_lower,0.756724856
1000_1090,sgd_tfidf,ci_upper,0.898098706
1000_1090,sgd_tfidf,std,0.036329012
1000_1090,knn_tfidf,f1_mean,0.861547105
1000_1090,knn_tfidf,ci_lower,0.791519672
1000_1090,knn_tfidf,ci_upper,0.922616176
1000_1090,knn_tfidf,std,0.033775772
1000_2080,lr_tfidf,f1_mean,0.819326394
1000_2080,lr_tfidf,ci_lower,0.739941511
1000_2080,lr_tfidf,ci_upper,0.888041325
1000_2080,lr_tfidf,std,0.03805362
1000_2080,nb_tfidf,f1_mean,0.773418421
1000_2080,nb_tfidf,ci_lower,0.692181298
1000_2080,nb_tfidf,ci_upper,0.848733108
1000_2080,nb_tfidf,std,0.041019295
1000_2080,rf_tfidf,f1_mean,0.736645796
1000_2080,rf_tfidf,ci_lower,0.655309361
1000_2080,rf_tfidf,ci_upper,0.816666667
1000_2080,rf_tfidf,std,0.041172424
1000_2080,dt_tfidf,f1_mean,0.756945588
1000_2080,dt_tfidf,ci_lower,0.681769845
1000_2080,dt_tfidf,ci_upper,0.822341922
1000_2080,dt_tfidf,std,0.036018619
1000_2080,svc_tfidf,f1_mean,0.790917058
1000_2080,svc_tfidf,ci_lower,0.710089286
1000_2080,svc_tfidf,ci_upper,0.866787822
1000_2080,svc_tfidf,std,0.040682176
1000_2080,lsvc_tfidf,f1_mean,0.815221636
1000_2080,lsvc_tfidf,ci_lower,0.746212401
1000_2080,lsvc_tfidf,ci_upper,0.884436453
1000_2080,lsvc_tfidf,std,0.036246471
1000_2080,sgd_tfidf,f1_mean,0.825353564
1000_2080,sgd_tfidf,ci_lower,0.754807827
1000_2080,sgd_tfidf,ci_upper,0.88806237
1000_2080,sgd_tfidf,std,0.032709288
1000_2080,knn_tfidf,f1_mean,0.811183597
1000_2080,knn_tfidf,ci_lower,0.739653922
1000_2080,knn_tfidf,ci_upper,0.88501337
1000_2080,knn_tfidf,std,0.036828998
1000_3070,lr_tfidf,f1_mean,0.698278529
1000_3070,lr_tfidf,ci_lower,0.617483339
1000_3070,lr_tfidf,ci_upper,0.773817717
1000_3070,lr_tfidf,std,0.040726989
1000_3070,nb_tfidf,f1_mean,0.708011331
1000_3070,nb_tfidf,ci_lower,0.619355983
1000_3070,nb_tfidf,ci_upper,0.79493088
1000_3070,nb_tfidf,std,0.047074151
1000_3070,rf_tfidf,f1_mean,0.655048174
1000_3070,rf_tfidf,ci_lower,0.564138079
1000_3070,rf_tfidf,ci_upper,0.752882206
1000_3070,rf_tfidf,std,0.048219648
1000_3070,dt_tfidf,f1_mean,0.643284541
1000_3070,dt_tfidf,ci_lower,0.560525928
1000_3070,dt_tfidf,ci_upper,0.715350521
1000_3070,dt_tfidf,std,0.040217013
1000_3070,svc_tfidf,f1_mean,0.715329398
1000_3070,svc_tfidf,ci_lower,0.635341106
1000_3070,svc_tfidf,ci_upper,0.797142622
1000_3070,svc_tfidf,std,0.044073328
1000_3070,lsvc_tfidf,f1_mean,0.699266384
1000_3070,lsvc_tfidf,ci_lower,0.620430375
1000_3070,lsvc_tfidf,ci_upper,0.774620275
1000_3070,lsvc_tfidf,std,0.039909934
1000_3070,sgd_tfidf,f1_mean,0.669095922
1000_3070,sgd_tfidf,ci_lower,0.589927549
1000_3070,sgd_tfidf,ci_upper,0.745390128
1000_3070,sgd_tfidf,std,0.039288013
1000_3070,knn_tfidf,f1_mean,0.665792144
1000_3070,knn_tfidf,ci_lower,0.584540007
1000_3070,knn_tfidf,ci_upper,0.746218214
1000_3070,knn_tfidf,std,0.043469865
1000_4060,lr_tfidf,f1_mean,0.656522944
1000_4060,lr_tfidf,ci_lower,0.576934358
1000_4060,lr_tfidf,ci_upper,0.736261681
1000_4060,lr_tfidf,std,0.040347315
1000_4060,nb_tfidf,f1_mean,0.592579628
1000_4060,nb_tfidf,ci_lower,0.495367137
1000_4060,nb_tfidf,ci_upper,0.68322153
1000_4060,nb_tfidf,std,0.04999338
1000_4060,rf_tfidf,f1_mean,0.575517176
1000_4060,rf_tfidf,ci_lower,0.480796966
1000_4060,rf_tfidf,ci_upper,0.671257466
1000_4060,rf_tfidf,std,0.048248073
1000_4060,dt_tfidf,f1_mean,0.660469814
1000_4060,dt_tfidf,ci_lower,0.586230077
1000_4060,dt_tfidf,ci_upper,0.735837456
1000_4060,dt_tfidf,std,0.038577155
1000_4060,svc_tfidf,f1_mean,0.587569689
1000_4060,svc_tfidf,ci_lower,0.491867109
1000_4060,svc_tfidf,ci_upper,0.688128899
1000_4060,svc_tfidf,std,0.049519346
1000_4060,lsvc_tfidf,f1_mean,0.652137663
1000_4060,lsvc_tfidf,ci_lower,0.57571908
1000_4060,lsvc_tfidf,ci_upper,0.723340753
1000_4060,lsvc_tfidf,std,0.03927727
1000_4060,sgd_tfidf,f1_mean,0.67199994
1000_4060,sgd_tfidf,ci_lower,0.593824346
1000_4060,sgd_tfidf,ci_upper,0.742041604
1000_4060,sgd_tfidf,std,0.039007673
1000_4060,knn_tfidf,f1_mean,0.590471855
1000_4060,knn_tfidf,ci_lower,0.507710655
1000_4060,knn_tfidf,ci_upper,0.668657652
1000_4060,knn_tfidf,std,0.04168282
1000_5050,lr_tfidf,f1_mean,0.670857445
1000_5050,lr_tfidf,ci_lower,0.597041245
1000_5050,lr_tfidf,ci_upper,0.741676533
1000_5050,lr_tfidf,std,0.03773231
1000_5050,nb_tfidf,f1_mean,0.706078029
1000_5050,nb_tfidf,ci_lower,0.629449244
1000_5050,nb_tfidf,ci_upper,0.774590964
1000_5050,nb_tfidf,std,0.037462835
1000_5050,rf_tfidf,f1_mean,0.680553893
1000_5050,rf_tfidf,ci_lower,0.606913785
1000_5050,rf_tfidf,ci_upper,0.758603026
1000_5050,rf_tfidf,std,0.038378091
1000_5050,dt_tfidf,f1_mean,0.58694982
1000_5050,dt_tfidf,ci_lower,0.507989631
1000_5050,dt_tfidf,ci_upper,0.675
1000_5050,dt_tfidf,std,0.041079076
1000_5050,svc_tfidf,f1_mean,0.675554972
1000_5050,svc_tfidf,ci_lower,0.60156373
1000_5050,svc_tfidf,ci_upper,0.74787073
1000_5050,svc_tfidf,std,0.03850155
1000_5050,lsvc_tfidf,f1_mean,0.660124306
1000_5050,lsvc_tfidf,ci_lower,0.582322511
1000_5050,lsvc_tfidf,ci_upper,0.731918169
1000_5050,lsvc_tfidf,std,0.038363536
1000_5050,sgd_tfidf,f1_mean,0.651994597
1000_5050,sgd_tfidf,ci_lower,0.583246303
1000_5050,sgd_tfidf,ci_upper,0.715588545
1000_5050,sgd_tfidf,std,0.036176169
1000_5050,knn_tfidf,f1_mean,0.672081357
1000_5050,knn_tfidf,ci_lower,0.599135422
1000_5050,knn_tfidf,ci_upper,0.743580255
1000_5050,knn_tfidf,std,0.036438499
2000_1090,lr_tfidf,f1_mean,0.878900814
2000_1090,lr_tfidf,ci_lower,0.834318694
2000_1090,lr_tfidf,ci_upper,0.922611172
2000_1090,lr_tfidf,std,0.02324717
2000_1090,nb_tfidf,f1_mean,0.849759483
2000_1090,nb_tfidf,ci_lower,0.80015604
2000_1090,nb_tfidf,ci_upper,0.896406504
2000_1090,nb_tfidf,std,0.024364964
2000_1090,rf_tfidf,f1_mean,0.844491449
2000_1090,rf_tfidf,ci_lower,0.798825503
2000_1090,rf_tfidf,ci_upper,0.891358246
2000_1090,rf_tfidf,std,0.024265066
2000_1090,dt_tfidf,f1_mean,0.844113378
2000_1090,dt_tfidf,ci_lower,0.796907959
2000_1090,dt_tfidf,ci_upper,0.883359541
2000_1090,dt_tfidf,std,0.021155684
2000_1090,svc_tfidf,f1_mean,0.870398304
2000_1090,svc_tfidf,ci_lower,0.824846336
2000_1090,svc_tfidf,ci_upper,0.916199813
2000_1090,svc_tfidf,std,0.024118523
2000_1090,lsvc_tfidf,f1_mean,0.87832826
2000_1090,lsvc_tfidf,ci_lower,0.832775971
2000_1090,lsvc_tfidf,ci_upper,0.919143504
2000_1090,lsvc_tfidf,std,0.022784344
2000_1090,sgd_tfidf,f1_mean,0.876829597
2000_1090,sgd_tfidf,ci_lower,0.834524623
2000_1090,sgd_tfidf,ci_upper,0.917789746
2000_1090,sgd_tfidf,std,0.021185936
2000_1090,knn_tfidf,f1_mean,0.877912418
2000_1090,knn_tfidf,ci_lower,0.830399586
2000_1090,knn_tfidf,ci_upper,0.922236836
2000_1090,knn_tfidf,std,0.023061022
2000_2080,lr_tfidf,f1_mean,0.82492197
2000_2080,lr_tfidf,ci_lower,0.776741077
2000_2080,lr_tfidf,ci_upper,0.872236988
2000_2080,lr_tfidf,std,0.025018955
2000_2080,nb_tfidf,f1_mean,0.794532958
2000_2080,nb_tfidf,ci_lower,0.737852563
2000_2080,nb_tfidf,ci_upper,0.85054836
2000_2080,nb_tfidf,std,0.028992297
2000_2080,rf_tfidf,f1_mean,0.733986918
2000_2080,rf_tfidf,ci_lower,0.673319623
2000_2080,rf_tfidf,ci_upper,0.793351101
2000_2080,rf_tfidf,std,0.030790994
2000_2080,dt_tfidf,f1_mean,0.769868622
2000_2080,dt_tfidf,ci_lower,0.724118911
2000_2080,dt_tfidf,ci_upper,0.812251225
2000_2080,dt_tfidf,std,0.023697631
2000_2080,svc_tfidf,f1_mean,0.818026016
2000_2080,svc_tfidf,ci_lower,0.76763376
2000_2080,svc_tfidf,ci_upper,0.865794008
2000_2080,svc_tfidf,std,0.025903224
2000_2080,lsvc_tfidf,f1_mean,0.829149253
2000_2080,lsvc_tfidf,ci_lower,0.781700133
2000_2080,lsvc_tfidf,ci_upper,0.875927686
2000_2080,lsvc_tfidf,std,0.024745556
2000_2080,sgd_tfidf,f1_mean,0.834868527
2000_2080,sgd_tfidf,ci_lower,0.783893403
2000_2080,sgd_tfidf,ci_upper,0.881010576
2000_2080,sgd_tfidf,std,0.024666595
2000_2080,knn_tfidf,f1_mean,0.818604245
2000_2080,knn_tfidf,ci_lower,0.77004794
2000_2080,knn_tfidf,ci_upper,0.866850747
2000_2080,knn_tfidf,std,0.0242727
2000_3070,lr_tfidf,f1_mean,0.758299742
2000_3070,lr_tfidf,ci_lower,0.706835313
2000_3070,lr_tfidf,ci_upper,0.808899394
2000_3070,lr_tfidf,std,0.02722377
2000_3070,nb_tfidf,f1_mean,0.757017893
2000_3070,nb_tfidf,ci_lower,0.699506653
2000_3070,nb_tfidf,ci_upper,0.813078461
2000_3070,nb_tfidf,std,0.029163207
2000_3070,rf_tfidf,f1_mean,0.722430527
2000_3070,rf_tfidf,ci_lower,0.663509991
2000_3070,rf_tfidf,ci_upper,0.779528167
2000_3070,rf_tfidf,std,0.030993782
2000_3070,dt_tfidf,f1_mean,0.735918267
2000_3070,dt_tfidf,ci_lower,0.684988186
2000_3070,dt_tfidf,ci_upper,0.785248581
2000_3070,dt_tfidf,std,0.025794262
2000_3070,svc_tfidf,f1_mean,0.776766149
2000_3070,svc_tfidf,ci_lower,0.723094338
2000_3070,svc_tfidf,ci_upper,0.826758835
2000_3070,svc_tfidf,std,0.02796584
2000_3070,lsvc_tfidf,f1_mean,0.759565719
2000_3070,lsvc_tfidf,ci_lower,0.705334805
2000_3070,lsvc_tfidf,ci_upper,0.814062471
2000_3070,lsvc_tfidf,std,0.027317838
2000_3070,sgd_tfidf,f1_mean,0.764648323
2000_3070,sgd_tfidf,ci_lower,0.717076139
2000_3070,sgd_tfidf,ci_upper,0.814172274
2000_3070,sgd_tfidf,std,0.024694423
2000_3070,knn_tfidf,f1_mean,0.739882745
2000_3070,knn_tfidf,ci_lower,0.680379011
2000_3070,knn_tfidf,ci_upper,0.787689729
2000_3070,knn_tfidf,std,0.026932482
2000_4060,lr_tfidf,f1_mean,0.724126295
2000_4060,lr_tfidf,ci_lower,0.668161891
2000_4060,lr_tfidf,ci_upper,0.77715852
2000_4060,lr_tfidf,std,0.02676169
2000_4060,nb_tfidf,f1_mean,0.695716232
2000_4060,nb_tfidf,ci_lower,0.628727303
2000_4060,nb_tfidf,ci_upper,0.755598782
2000_4060,nb_tfidf,std,0.03180967
2000_4060,rf_tfidf,f1_mean,0.636850176
2000_4060,rf_tfidf,ci_lower,0.575754475
2000_4060,rf_tfidf,ci_upper,0.698041862
2000_4060,rf_tfidf,std,0.032352537
2000_4060,dt_tfidf,f1_mean,0.637922894
2000_4060,dt_tfidf,ci_lower,0.589843026
2000_4060,dt_tfidf,ci_upper,0.688932992
2000_4060,dt_tfidf,std,0.026133609
2000_4060,svc_tfidf,f1_mean,0.699264355
2000_4060,svc_tfidf,ci_lower,0.642005858
2000_4060,svc_tfidf,ci_upper,0.752815624
2000_4060,svc_tfidf,std,0.029882522
2000_4060,lsvc_tfidf,f1_mean,0.733837871
2000_4060,lsvc_tfidf,ci_lower,0.680907324
2000_4060,lsvc_tfidf,ci_upper,0.788519799
2000_4060,lsvc_tfidf,std,0.026022604
2000_4060,sgd_tfidf,f1_mean,0.721284335
2000_4060,sgd_tfidf,ci_lower,0.666967649
2000_4060,sgd_tfidf,ci_upper,0.767144939
2000_4060,sgd_tfidf,std,0.025172897
2000_4060,knn_tfidf,f1_mean,0.719300596
2000_4060,knn_tfidf,ci_lower,0.670927156
2000_4060,knn_tfidf,ci_upper,0.763146577
2000_4060,knn_tfidf,std,0.02451146
2000_5050,lr_tfidf,f1_mean,0.670549068
2000_5050,lr_tfidf,ci_lower,0.624834838
2000_5050,lr_tfidf,ci_upper,0.721769312
2000_5050,lr_tfidf,std,0.026936638
2000_5050,nb_tfidf,f1_mean,0.624113324
2000_5050,nb_tfidf,ci_lower,0.569568719
2000_5050,nb_tfidf,ci_upper,0.675097716
2000_5050,nb_tfidf,std,0.026205342
2000_5050,rf_tfidf,f1_mean,0.612936468
2000_5050,rf_tfidf,ci_lower,0.560946266
2000_5050,rf_tfidf,ci_upper,0.666498288
2000_5050,rf_tfidf,std,0.028131631
2000_5050,dt_tfidf,f1_mean,0.662562728
2000_5050,dt_tfidf,ci_lower,0.612393125
2000_5050,dt_tfidf,ci_upper,0.713007808
2000_5050,dt_tfidf,std,0.026894447
2000_5050,svc_tfidf,f1_mean,0.658620556
2000_5050,svc_tfidf,ci_lower,0.603720668
2000_5050,svc_tfidf,ci_upper,0.708881118
2000_5050,svc_tfidf,std,0.026116084
2000_5050,lsvc_tfidf,f1_mean,0.662347022
2000_5050,lsvc_tfidf,ci_lower,0.605371063
2000_5050,lsvc_tfidf,ci_upper,0.71295406
2000_5050,lsvc_tfidf,std,0.026568656
2000_5050,sgd_tfidf,f1_mean,0.641539688
2000_5050,sgd_tfidf,ci_lower,0.592817447
2000_5050,sgd_tfidf,ci_upper,0.690828884
2000_5050,sgd_tfidf,std,0.026890919
2000_5050,knn_tfidf,f1_mean,0.653155304
2000_5050,knn_tfidf,ci_lower,0.600719011
2000_5050,knn_tfidf,ci_upper,0.703174391
2000_5050,knn_tfidf,std,0.026596319
3000_1090,lr_tfidf,f1_mean,0.906620041
3000_1090,lr_tfidf,ci_lower,0.872243199
3000_1090,lr_tfidf,ci_upper,0.933529589
3000_1090,lr_tfidf,std,0.016014619
3000_1090,nb_tfidf,f1_mean,0.860773292
3000_1090,nb_tfidf,ci_lower,0.822634885
3000_1090,nb_tfidf,ci_upper,0.895050396
