sample size and proportion,classifier,metric,precision,recall,f1-score,support
600_3070,sgd_tfidf,0,0.666666667,0.413793103,0.510638298,29
600_3070,sgd_tfidf,1,0.782051282,0.910447761,0.84137931,67
600_3070,sgd_tfidf,accuracy,0.760416667,0.760416667,0.760416667,0.760416667
600_3070,sgd_tfidf,macro avg,0.724358974,0.662120432,0.676008804,96
600_3070,sgd_tfidf,weighted avg,0.747195513,0.760416667,0.741467963,96
600_3070,knn_tfidf,0,0.8125,0.448275862,0.577777778,29
600_3070,knn_tfidf,1,0.8,0.955223881,0.870748299,67
600_3070,knn_tfidf,accuracy,0.802083333,0.802083333,0.802083333,0.802083333
600_3070,knn_tfidf,macro avg,0.80625,0.701749871,0.724263039,96
600_3070,knn_tfidf,weighted avg,0.803776042,0.802083333,0.782246788,96
600_3070,lr_w2v,0,0.571428571,0.137931034,0.222222222,29
600_3070,lr_w2v,1,0.719101124,0.955223881,0.820512821,67
600_3070,lr_w2v,accuracy,0.708333333,0.708333333,0.708333333,0.708333333
600_3070,lr_w2v,macro avg,0.645264848,0.546577458,0.521367521,96
600_3070,lr_w2v,weighted avg,0.674491707,0.708333333,0.639779202,96
600_4060,lr_tfidf,0,0.666666667,0.4,0.5,40
600_4060,lr_tfidf,1,0.666666667,0.857142857,0.75,56
600_4060,lr_tfidf,accuracy,0.666666667,0.666666667,0.666666667,0.666666667
600_4060,lr_tfidf,macro avg,0.666666667,0.628571429,0.625,96
600_4060,lr_tfidf,weighted avg,0.666666667,0.666666667,0.645833333,96
600_4060,nb_tfidf,0,1,0.25,0.4,40
600_4060,nb_tfidf,1,0.651162791,1,0.788732394,56
600_4060,nb_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
600_4060,nb_tfidf,macro avg,0.825581395,0.625,0.594366197,96
600_4060,nb_tfidf,weighted avg,0.796511628,0.6875,0.626760563,96
600_4060,rf_tfidf,0,1,0.175,0.29787234,40
600_4060,rf_tfidf,1,0.629213483,1,0.772413793,56
600_4060,rf_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
600_4060,rf_tfidf,macro avg,0.814606742,0.5875,0.535143067,96
600_4060,rf_tfidf,weighted avg,0.783707865,0.65625,0.574688188,96
600_4060,dt_tfidf,0,0.463414634,0.475,0.469135802,40
600_4060,dt_tfidf,1,0.618181818,0.607142857,0.612612613,56
600_4060,dt_tfidf,accuracy,0.552083333,0.552083333,0.552083333,0.552083333
600_4060,dt_tfidf,macro avg,0.540798226,0.541071429,0.540874208,96
600_4060,dt_tfidf,weighted avg,0.553695492,0.552083333,0.552830608,96
600_4060,svc_tfidf,0,1,0.25,0.4,40
600_4060,svc_tfidf,1,0.651162791,1,0.788732394,56
600_4060,svc_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
600_4060,svc_tfidf,macro avg,0.825581395,0.625,0.594366197,96
600_4060,svc_tfidf,weighted avg,0.796511628,0.6875,0.626760563,96
600_4060,lsvc_tfidf,0,0.615384615,0.4,0.484848485,40
600_4060,lsvc_tfidf,1,0.657142857,0.821428571,0.73015873,56
600_4060,lsvc_tfidf,accuracy,0.645833333,0.645833333,0.645833333,0.645833333
600_4060,lsvc_tfidf,macro avg,0.636263736,0.610714286,0.607503608,96
600_4060,lsvc_tfidf,weighted avg,0.63974359,0.645833333,0.627946128,96
600_4060,sgd_tfidf,0,0.620689655,0.45,0.52173913,40
600_4060,sgd_tfidf,1,0.671641791,0.803571429,0.731707317,56
600_4060,sgd_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
600_4060,sgd_tfidf,macro avg,0.646165723,0.626785714,0.626723224,96
600_4060,sgd_tfidf,weighted avg,0.650411734,0.65625,0.644220573,96
600_4060,knn_tfidf,0,0.555555556,0.375,0.447761194,40
600_4060,knn_tfidf,1,0.637681159,0.785714286,0.704,56
600_4060,knn_tfidf,accuracy,0.614583333,0.614583333,0.614583333,0.614583333
600_4060,knn_tfidf,macro avg,0.596618357,0.580357143,0.575880597,96
600_4060,knn_tfidf,weighted avg,0.603462158,0.614583333,0.597233831,96
600_4060,lr_w2v,0,0.714285714,0.125,0.212765957,40
600_4060,lr_w2v,1,0.606741573,0.964285714,0.744827586,56
600_4060,lr_w2v,accuracy,0.614583333,0.614583333,0.614583333,0.614583333
600_4060,lr_w2v,macro avg,0.660513644,0.544642857,0.478796772,96
600_4060,lr_w2v,weighted avg,0.651551632,0.614583333,0.523135241,96
600_5050,lr_tfidf,0,0.794871795,0.58490566,0.673913043,53
600_5050,lr_tfidf,1,0.614035088,0.813953488,0.7,43
600_5050,lr_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
600_5050,lr_tfidf,macro avg,0.704453441,0.699429574,0.686956522,96
600_5050,lr_tfidf,weighted avg,0.71387202,0.6875,0.685597826,96
600_5050,nb_tfidf,0,0.857142857,0.452830189,0.592592593,53
600_5050,nb_tfidf,1,0.573529412,0.906976744,0.702702703,43
600_5050,nb_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
600_5050,nb_tfidf,macro avg,0.715336134,0.679903466,0.647647648,96
600_5050,nb_tfidf,weighted avg,0.730107668,0.65625,0.641912746,96
600_5050,rf_tfidf,0,0.916666667,0.41509434,0.571428571,53
600_5050,rf_tfidf,1,0.569444444,0.953488372,0.713043478,43
600_5050,rf_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
600_5050,rf_tfidf,macro avg,0.743055556,0.684291356,0.642236025,96
600_5050,rf_tfidf,weighted avg,0.761140046,0.65625,0.634860248,96
600_5050,dt_tfidf,0,0.708333333,0.641509434,0.673267327,53
600_5050,dt_tfidf,1,0.604166667,0.674418605,0.637362637,43
600_5050,dt_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
600_5050,dt_tfidf,macro avg,0.65625,0.657964019,0.655314982,96
600_5050,dt_tfidf,weighted avg,0.661675347,0.65625,0.657185018,96
600_5050,svc_tfidf,0,0.827586207,0.452830189,0.585365854,53
600_5050,svc_tfidf,1,0.567164179,0.88372093,0.690909091,43
600_5050,svc_tfidf,accuracy,0.645833333,0.645833333,0.645833333,0.645833333
600_5050,svc_tfidf,macro avg,0.697375193,0.668275559,0.638137472,96
600_5050,svc_tfidf,weighted avg,0.71093884,0.645833333,0.632640429,96
600_5050,lsvc_tfidf,0,0.769230769,0.566037736,0.652173913,53
600_5050,lsvc_tfidf,1,0.596491228,0.790697674,0.68,43
600_5050,lsvc_tfidf,accuracy,0.666666667,0.666666667,0.666666667,0.666666667
600_5050,lsvc_tfidf,macro avg,0.682860999,0.678367705,0.666086957,96
600_5050,lsvc_tfidf,weighted avg,0.69185785,0.666666667,0.664637681,96
600_5050,sgd_tfidf,0,0.725,0.547169811,0.623655914,53
600_5050,sgd_tfidf,1,0.571428571,0.744186047,0.646464646,43
600_5050,sgd_tfidf,accuracy,0.635416667,0.635416667,0.635416667,0.635416667
600_5050,sgd_tfidf,macro avg,0.648214286,0.645677929,0.63506028,96
600_5050,sgd_tfidf,weighted avg,0.656212798,0.635416667,0.633872325,96
600_5050,knn_tfidf,0,0.755555556,0.641509434,0.693877551,53
600_5050,knn_tfidf,1,0.62745098,0.744186047,0.680851064,43
600_5050,knn_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
600_5050,knn_tfidf,macro avg,0.691503268,0.69284774,0.687364307,96
600_5050,knn_tfidf,weighted avg,0.698175381,0.6875,0.68804277,96
600_5050,lr_w2v,0,0.666666667,0.566037736,0.612244898,53
600_5050,lr_w2v,1,0.549019608,0.651162791,0.595744681,43
600_5050,lr_w2v,accuracy,0.604166667,0.604166667,0.604166667,0.604166667
600_5050,lr_w2v,macro avg,0.607843137,0.608600263,0.603994789,96
600_5050,lr_w2v,weighted avg,0.613970588,0.604166667,0.604854176,96
800_1090,lr_tfidf,0,0.8,0.333333333,0.470588235,12
800_1090,lr_tfidf,1,0.93495935,0.99137931,0.962343096,116
800_1090,lr_tfidf,accuracy,0.9296875,0.9296875,0.9296875,0.9296875
800_1090,lr_tfidf,macro avg,0.867479675,0.662356322,0.716465666,128
800_1090,lr_tfidf,weighted avg,0.922306911,0.9296875,0.916241078,128
800_1090,nb_tfidf,0,0,0,0,12
800_1090,nb_tfidf,1,0.90625,1,0.950819672,116
800_1090,nb_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
800_1090,nb_tfidf,macro avg,0.453125,0.5,0.475409836,128
800_1090,nb_tfidf,weighted avg,0.821289063,0.90625,0.861680328,128
800_1090,rf_tfidf,0,0,0,0,12
800_1090,rf_tfidf,1,0.90625,1,0.950819672,116
800_1090,rf_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
800_1090,rf_tfidf,macro avg,0.453125,0.5,0.475409836,128
800_1090,rf_tfidf,weighted avg,0.821289063,0.90625,0.861680328,128
800_1090,dt_tfidf,0,0.454545455,0.416666667,0.434782609,12
800_1090,dt_tfidf,1,0.94017094,0.948275862,0.944206009,116
800_1090,dt_tfidf,accuracy,0.8984375,0.8984375,0.8984375,0.8984375
800_1090,dt_tfidf,macro avg,0.697358197,0.682471264,0.689494309,128
800_1090,dt_tfidf,weighted avg,0.894643551,0.8984375,0.896447565,128
800_1090,svc_tfidf,0,1,0.083333333,0.153846154,12
800_1090,svc_tfidf,1,0.913385827,1,0.95473251,116
800_1090,svc_tfidf,accuracy,0.9140625,0.9140625,0.9140625,0.9140625
800_1090,svc_tfidf,macro avg,0.956692913,0.541666667,0.554289332,128
800_1090,svc_tfidf,weighted avg,0.921505906,0.9140625,0.879649414,128
800_1090,lsvc_tfidf,0,0.8,0.333333333,0.470588235,12
800_1090,lsvc_tfidf,1,0.93495935,0.99137931,0.962343096,116
800_1090,lsvc_tfidf,accuracy,0.9296875,0.9296875,0.9296875,0.9296875
800_1090,lsvc_tfidf,macro avg,0.867479675,0.662356322,0.716465666,128
800_1090,lsvc_tfidf,weighted avg,0.922306911,0.9296875,0.916241078,128
800_1090,sgd_tfidf,0,0.571428571,0.333333333,0.421052632,12
800_1090,sgd_tfidf,1,0.933884298,0.974137931,0.953586498,116
800_1090,sgd_tfidf,accuracy,0.9140625,0.9140625,0.9140625,0.9140625
800_1090,sgd_tfidf,macro avg,0.752656434,0.653735632,0.687319565,128
800_1090,sgd_tfidf,weighted avg,0.899904073,0.9140625,0.903661448,128
800_1090,knn_tfidf,0,0.357142857,0.416666667,0.384615385,12
800_1090,knn_tfidf,1,0.938596491,0.922413793,0.930434783,116
800_1090,knn_tfidf,accuracy,0.875,0.875,0.875,0.875
800_1090,knn_tfidf,macro avg,0.647869674,0.66954023,0.657525084,128
800_1090,knn_tfidf,weighted avg,0.884085213,0.875,0.879264214,128
800_1090,lr_w2v,0,0,0,0,12
800_1090,lr_w2v,1,0.90625,1,0.950819672,116
800_1090,lr_w2v,accuracy,0.90625,0.90625,0.90625,0.90625
800_1090,lr_w2v,macro avg,0.453125,0.5,0.475409836,128
800_1090,lr_w2v,weighted avg,0.821289063,0.90625,0.861680328,128
800_2080,lr_tfidf,0,0.777777778,0.318181818,0.451612903,22
800_2080,lr_tfidf,1,0.87394958,0.981132075,0.924444444,106
800_2080,lr_tfidf,accuracy,0.8671875,0.8671875,0.8671875,0.8671875
800_2080,lr_tfidf,macro avg,0.825863679,0.649656947,0.688028674,128
800_2080,lr_tfidf,weighted avg,0.857420051,0.8671875,0.843176523,128
800_2080,nb_tfidf,0,1,0.181818182,0.307692308,22
800_2080,nb_tfidf,1,0.85483871,1,0.92173913,106
800_2080,nb_tfidf,accuracy,0.859375,0.859375,0.859375,0.859375
800_2080,nb_tfidf,macro avg,0.927419355,0.590909091,0.614715719,128
800_2080,nb_tfidf,weighted avg,0.879788306,0.859375,0.816199833,128
800_2080,rf_tfidf,0,1,0.136363636,0.24,22
800_2080,rf_tfidf,1,0.848,1,0.917748918,106
800_2080,rf_tfidf,accuracy,0.8515625,0.8515625,0.8515625,0.8515625
800_2080,rf_tfidf,macro avg,0.924,0.568181818,0.578874459,128
800_2080,rf_tfidf,weighted avg,0.874125,0.8515625,0.801260823,128
800_2080,dt_tfidf,0,0.4375,0.318181818,0.368421053,22
800_2080,dt_tfidf,1,0.866071429,0.91509434,0.889908257,106
800_2080,dt_tfidf,accuracy,0.8125,0.8125,0.8125,0.8125
800_2080,dt_tfidf,macro avg,0.651785714,0.616638079,0.629164655,128
800_2080,dt_tfidf,weighted avg,0.792410714,0.8125,0.800277644,128
800_2080,svc_tfidf,0,1,0.227272727,0.37037037,22
800_2080,svc_tfidf,1,0.861788618,1,0.925764192,106
800_2080,svc_tfidf,accuracy,0.8671875,0.8671875,0.8671875,0.8671875
800_2080,svc_tfidf,macro avg,0.930894309,0.613636364,0.648067281,128
800_2080,svc_tfidf,weighted avg,0.885543699,0.8671875,0.830305879,128
800_2080,lsvc_tfidf,0,0.7,0.318181818,0.4375,22
800_2080,lsvc_tfidf,1,0.872881356,0.971698113,0.919642857,106
800_2080,lsvc_tfidf,accuracy,0.859375,0.859375,0.859375,0.859375
800_2080,lsvc_tfidf,macro avg,0.786440678,0.644939966,0.678571429,128
800_2080,lsvc_tfidf,weighted avg,0.843167373,0.859375,0.836774554,128
800_2080,sgd_tfidf,0,0.4375,0.318181818,0.368421053,22
800_2080,sgd_tfidf,1,0.866071429,0.91509434,0.889908257,106
800_2080,sgd_tfidf,accuracy,0.8125,0.8125,0.8125,0.8125
800_2080,sgd_tfidf,macro avg,0.651785714,0.616638079,0.629164655,128
800_2080,sgd_tfidf,weighted avg,0.792410714,0.8125,0.800277644,128
800_2080,knn_tfidf,0,0.666666667,0.272727273,0.387096774,22
800_2080,knn_tfidf,1,0.865546218,0.971698113,0.915555556,106
800_2080,knn_tfidf,accuracy,0.8515625,0.8515625,0.8515625,0.8515625
800_2080,knn_tfidf,macro avg,0.766106443,0.622212693,0.651326165,128
800_2080,knn_tfidf,weighted avg,0.831363796,0.8515625,0.824726703,128
800_2080,lr_w2v,0,0,0,0,22
800_2080,lr_w2v,1,0.826771654,0.990566038,0.901287554,106
800_2080,lr_w2v,accuracy,0.8203125,0.8203125,0.8203125,0.8203125
800_2080,lr_w2v,macro avg,0.413385827,0.495283019,0.450643777,128
800_2080,lr_w2v,weighted avg,0.684670276,0.8203125,0.746378755,128
800_3070,lr_tfidf,0,0.866666667,0.361111111,0.509803922,36
800_3070,lr_tfidf,1,0.796460177,0.97826087,0.87804878,92
800_3070,lr_tfidf,accuracy,0.8046875,0.8046875,0.8046875,0.8046875
800_3070,lr_tfidf,macro avg,0.831563422,0.66968599,0.693926351,128
800_3070,lr_tfidf,weighted avg,0.816205752,0.8046875,0.774479914,128
800_3070,nb_tfidf,0,1,0.305555556,0.468085106,36
800_3070,nb_tfidf,1,0.786324786,1,0.880382775,92
800_3070,nb_tfidf,accuracy,0.8046875,0.8046875,0.8046875,0.8046875
800_3070,nb_tfidf,macro avg,0.893162393,0.652777778,0.674233941,128
800_3070,nb_tfidf,weighted avg,0.84642094,0.8046875,0.764424056,128
800_3070,rf_tfidf,0,1,0.194444444,0.325581395,36
800_3070,rf_tfidf,1,0.760330579,1,0.863849765,92
800_3070,rf_tfidf,accuracy,0.7734375,0.7734375,0.7734375,0.7734375
800_3070,rf_tfidf,macro avg,0.880165289,0.597222222,0.59471558,128
800_3070,rf_tfidf,weighted avg,0.827737603,0.7734375,0.712461786,128
800_3070,dt_tfidf,0,0.59375,0.527777778,0.558823529,36
800_3070,dt_tfidf,1,0.822916667,0.858695652,0.840425532,92
800_3070,dt_tfidf,accuracy,0.765625,0.765625,0.765625,0.765625
800_3070,dt_tfidf,macro avg,0.708333333,0.693236715,0.699624531,128
800_3070,dt_tfidf,weighted avg,0.758463542,0.765625,0.761224969,128
800_3070,svc_tfidf,0,1,0.305555556,0.468085106,36
800_3070,svc_tfidf,1,0.786324786,1,0.880382775,92
800_3070,svc_tfidf,accuracy,0.8046875,0.8046875,0.8046875,0.8046875
800_3070,svc_tfidf,macro avg,0.893162393,0.652777778,0.674233941,128
800_3070,svc_tfidf,weighted avg,0.84642094,0.8046875,0.764424056,128
800_3070,lsvc_tfidf,0,0.823529412,0.388888889,0.528301887,36
800_3070,lsvc_tfidf,1,0.801801802,0.967391304,0.876847291,92
800_3070,lsvc_tfidf,accuracy,0.8046875,0.8046875,0.8046875,0.8046875
800_3070,lsvc_tfidf,macro avg,0.812665607,0.678140097,0.702574589,128
800_3070,lsvc_tfidf,weighted avg,0.807912692,0.8046875,0.778818896,128
800_3070,sgd_tfidf,0,0.666666667,0.444444444,0.533333333,36
800_3070,sgd_tfidf,1,0.807692308,0.913043478,0.857142857,92
800_3070,sgd_tfidf,accuracy,0.78125,0.78125,0.78125,0.78125
800_3070,sgd_tfidf,macro avg,0.737179487,0.678743961,0.695238095,128
800_3070,sgd_tfidf,weighted avg,0.768028846,0.78125,0.766071429,128
800_3070,knn_tfidf,0,0.8,0.444444444,0.571428571,36
800_3070,knn_tfidf,1,0.814814815,0.956521739,0.88,92
800_3070,knn_tfidf,accuracy,0.8125,0.8125,0.8125,0.8125
800_3070,knn_tfidf,macro avg,0.807407407,0.700483092,0.725714286,128
800_3070,knn_tfidf,weighted avg,0.810648148,0.8125,0.793214286,128
800_3070,lr_w2v,0,1,0.111111111,0.2,36
800_3070,lr_w2v,1,0.741935484,1,0.851851852,92
800_3070,lr_w2v,accuracy,0.75,0.75,0.75,0.75
800_3070,lr_w2v,macro avg,0.870967742,0.555555556,0.525925926,128
800_3070,lr_w2v,weighted avg,0.814516129,0.75,0.668518519,128
800_4060,lr_tfidf,0,0.658536585,0.473684211,0.551020408,57
800_4060,lr_tfidf,1,0.655172414,0.802816901,0.721518987,71
800_4060,lr_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
800_4060,lr_tfidf,macro avg,0.6568545,0.638250556,0.636269698,128
800_4060,lr_tfidf,weighted avg,0.656670521,0.65625,0.645593839,128
800_4060,nb_tfidf,0,0.941176471,0.280701754,0.432432432,57
800_4060,nb_tfidf,1,0.630630631,0.985915493,0.769230769,71
800_4060,nb_tfidf,accuracy,0.671875,0.671875,0.671875,0.671875
800_4060,nb_tfidf,macro avg,0.785903551,0.633308624,0.600831601,128
800_4060,nb_tfidf,weighted avg,0.768920575,0.671875,0.61925026,128
800_4060,rf_tfidf,0,1,0.210526316,0.347826087,57
800_4060,rf_tfidf,1,0.612068966,1,0.759358289,71
800_4060,rf_tfidf,accuracy,0.6484375,0.6484375,0.6484375,0.6484375
800_4060,rf_tfidf,macro avg,0.806034483,0.605263158,0.553592188,128
800_4060,rf_tfidf,weighted avg,0.784819504,0.6484375,0.576097855,128
800_4060,dt_tfidf,0,0.613636364,0.473684211,0.534653465,57
800_4060,dt_tfidf,1,0.642857143,0.76056338,0.696774194,71
800_4060,dt_tfidf,accuracy,0.6328125,0.6328125,0.6328125,0.6328125
800_4060,dt_tfidf,macro avg,0.628246753,0.617123795,0.615713829,128
800_4060,dt_tfidf,weighted avg,0.629844765,0.6328125,0.624579807,128
800_4060,svc_tfidf,0,1,0.315789474,0.48,57
800_4060,svc_tfidf,1,0.645454545,1,0.784530387,71
800_4060,svc_tfidf,accuracy,0.6953125,0.6953125,0.6953125,0.6953125
800_4060,svc_tfidf,macro avg,0.822727273,0.657894737,0.632265193,128
800_4060,svc_tfidf,weighted avg,0.803338068,0.6953125,0.648919199,128
800_4060,lsvc_tfidf,0,0.666666667,0.49122807,0.565656566,57
800_4060,lsvc_tfidf,1,0.662790698,0.802816901,0.72611465,71
800_4060,lsvc_tfidf,accuracy,0.6640625,0.6640625,0.6640625,0.6640625
800_4060,lsvc_tfidf,macro avg,0.664728682,0.647022486,0.645885608,128
800_4060,lsvc_tfidf,weighted avg,0.664516715,0.6640625,0.654660659,128
800_4060,sgd_tfidf,0,0.651162791,0.49122807,0.56,57
800_4060,sgd_tfidf,1,0.658823529,0.788732394,0.717948718,71
800_4060,sgd_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
800_4060,sgd_tfidf,macro avg,0.65499316,0.639980232,0.638974359,128
800_4060,sgd_tfidf,weighted avg,0.655412107,0.65625,0.647612179,128
800_4060,knn_tfidf,0,0.630434783,0.50877193,0.563106796,57
800_4060,knn_tfidf,1,0.658536585,0.76056338,0.705882353,71
800_4060,knn_tfidf,accuracy,0.6484375,0.6484375,0.6484375,0.6484375
800_4060,knn_tfidf,macro avg,0.644485684,0.634667655,0.634494575,128
800_4060,knn_tfidf,weighted avg,0.646022501,0.6484375,0.642302613,128
800_4060,lr_w2v,0,0.71875,0.403508772,0.516853933,57
800_4060,lr_w2v,1,0.645833333,0.873239437,0.74251497,71
800_4060,lr_w2v,accuracy,0.6640625,0.6640625,0.6640625,0.6640625
800_4060,lr_w2v,macro avg,0.682291667,0.638374104,0.629684451,128
800_4060,lr_w2v,weighted avg,0.678304036,0.6640625,0.642025289,128
800_5050,lr_tfidf,0,0.685185185,0.616666667,0.649122807,60
800_5050,lr_tfidf,1,0.689189189,0.75,0.718309859,68
800_5050,lr_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
800_5050,lr_tfidf,macro avg,0.687187187,0.683333333,0.683716333,128
800_5050,lr_tfidf,weighted avg,0.687312312,0.6875,0.685878428,128
800_5050,nb_tfidf,0,0.755102041,0.616666667,0.678899083,60
800_5050,nb_tfidf,1,0.708860759,0.823529412,0.761904762,68
800_5050,nb_tfidf,accuracy,0.7265625,0.7265625,0.7265625,0.7265625
800_5050,nb_tfidf,macro avg,0.7319814,0.720098039,0.720401922,128
800_5050,nb_tfidf,weighted avg,0.73053636,0.7265625,0.72299585,128
800_5050,rf_tfidf,0,0.744680851,0.583333333,0.654205607,60
800_5050,rf_tfidf,1,0.691358025,0.823529412,0.751677852,68
800_5050,rf_tfidf,accuracy,0.7109375,0.7109375,0.7109375,0.7109375
800_5050,rf_tfidf,macro avg,0.718019438,0.703431373,0.70294173,128
800_5050,rf_tfidf,weighted avg,0.7163531,0.7109375,0.705987738,128
800_5050,dt_tfidf,0,0.629032258,0.65,0.639344262,60
800_5050,dt_tfidf,1,0.681818182,0.661764706,0.671641791,68
800_5050,dt_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
800_5050,dt_tfidf,macro avg,0.65542522,0.655882353,0.655493027,128
800_5050,dt_tfidf,weighted avg,0.65707478,0.65625,0.656502324,128
800_5050,svc_tfidf,0,0.765957447,0.6,0.672897196,60
800_5050,svc_tfidf,1,0.703703704,0.838235294,0.765100671,68
800_5050,svc_tfidf,accuracy,0.7265625,0.7265625,0.7265625,0.7265625
800_5050,svc_tfidf,macro avg,0.734830575,0.719117647,0.718998934,128
800_5050,svc_tfidf,weighted avg,0.732885146,0.7265625,0.721880292,128
800_5050,lsvc_tfidf,0,0.648148148,0.583333333,0.614035088,60
800_5050,lsvc_tfidf,1,0.662162162,0.720588235,0.690140845,68
800_5050,lsvc_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
800_5050,lsvc_tfidf,macro avg,0.655155155,0.651960784,0.652087966,128
800_5050,lsvc_tfidf,weighted avg,0.655593093,0.65625,0.654466271,128
800_5050,sgd_tfidf,0,0.561403509,0.533333333,0.547008547,60
800_5050,sgd_tfidf,1,0.605633803,0.632352941,0.618705036,68
800_5050,sgd_tfidf,accuracy,0.5859375,0.5859375,0.5859375,0.5859375
800_5050,sgd_tfidf,macro avg,0.583518656,0.582843137,0.582856791,128
800_5050,sgd_tfidf,weighted avg,0.584900852,0.5859375,0.585097307,128
800_5050,knn_tfidf,0,0.625,0.583333333,0.603448276,60
800_5050,knn_tfidf,1,0.652777778,0.691176471,0.671428571,68
800_5050,knn_tfidf,accuracy,0.640625,0.640625,0.640625,0.640625
800_5050,knn_tfidf,macro avg,0.638888889,0.637254902,0.637438424,128
800_5050,knn_tfidf,weighted avg,0.639756944,0.640625,0.639562808,128
800_5050,lr_w2v,0,0.644067797,0.633333333,0.638655462,60
800_5050,lr_w2v,1,0.68115942,0.691176471,0.686131387,68
800_5050,lr_w2v,accuracy,0.6640625,0.6640625,0.6640625,0.6640625
800_5050,lr_w2v,macro avg,0.662613608,0.662254902,0.662393425,128
800_5050,lr_w2v,weighted avg,0.663772722,0.6640625,0.663877047,128
1000_1090,lr_tfidf,0,0,0,0,19
1000_1090,lr_tfidf,1,0.88125,1,0.936877076,141
1000_1090,lr_tfidf,accuracy,0.88125,0.88125,0.88125,0.88125
1000_1090,lr_tfidf,macro avg,0.440625,0.5,0.468438538,160
1000_1090,lr_tfidf,weighted avg,0.776601563,0.88125,0.825622924,160
1000_1090,nb_tfidf,0,0,0,0,19
1000_1090,nb_tfidf,1,0.88125,1,0.936877076,141
1000_1090,nb_tfidf,accuracy,0.88125,0.88125,0.88125,0.88125
1000_1090,nb_tfidf,macro avg,0.440625,0.5,0.468438538,160
1000_1090,nb_tfidf,weighted avg,0.776601563,0.88125,0.825622924,160
1000_1090,rf_tfidf,0,0,0,0,19
1000_1090,rf_tfidf,1,0.88125,1,0.936877076,141
1000_1090,rf_tfidf,accuracy,0.88125,0.88125,0.88125,0.88125
1000_1090,rf_tfidf,macro avg,0.440625,0.5,0.468438538,160
1000_1090,rf_tfidf,weighted avg,0.776601563,0.88125,0.825622924,160
1000_1090,dt_tfidf,0,0.111111111,0.105263158,0.108108108,19
1000_1090,dt_tfidf,1,0.88028169,0.886524823,0.883392226,141
1000_1090,dt_tfidf,accuracy,0.79375,0.79375,0.79375,0.79375
1000_1090,dt_tfidf,macro avg,0.495696401,0.49589399,0.495750167,160
1000_1090,dt_tfidf,weighted avg,0.788942684,0.79375,0.791327237,160
1000_1090,svc_tfidf,0,0,0,0,19
1000_1090,svc_tfidf,1,0.88125,1,0.936877076,141
1000_1090,svc_tfidf,accuracy,0.88125,0.88125,0.88125,0.88125
1000_1090,svc_tfidf,macro avg,0.440625,0.5,0.468438538,160
1000_1090,svc_tfidf,weighted avg,0.776601563,0.88125,0.825622924,160
1000_1090,lsvc_tfidf,0,1,0.052631579,0.1,19
1000_1090,lsvc_tfidf,1,0.886792453,1,0.94,141
1000_1090,lsvc_tfidf,accuracy,0.8875,0.8875,0.8875,0.8875
1000_1090,lsvc_tfidf,macro avg,0.943396226,0.526315789,0.52,160
1000_1090,lsvc_tfidf,weighted avg,0.900235849,0.8875,0.84025,160
1000_1090,sgd_tfidf,0,0.333333333,0.052631579,0.090909091,19
1000_1090,sgd_tfidf,1,0.885350318,0.985815603,0.932885906,141
1000_1090,sgd_tfidf,accuracy,0.875,0.875,0.875,0.875
1000_1090,sgd_tfidf,macro avg,0.609341826,0.519223591,0.511897498,160
1000_1090,sgd_tfidf,weighted avg,0.819798301,0.875,0.832901159,160
1000_1090,knn_tfidf,0,0.571428571,0.210526316,0.307692308,19
1000_1090,knn_tfidf,1,0.901960784,0.978723404,0.93877551,141
1000_1090,knn_tfidf,accuracy,0.8875,0.8875,0.8875,0.8875
1000_1090,knn_tfidf,macro avg,0.736694678,0.59462486,0.623233909,160
1000_1090,knn_tfidf,weighted avg,0.862710084,0.8875,0.86383438,160
1000_1090,lr_w2v,0,0,0,0,19
1000_1090,lr_w2v,1,0.88125,1,0.936877076,141
1000_1090,lr_w2v,accuracy,0.88125,0.88125,0.88125,0.88125
1000_1090,lr_w2v,macro avg,0.440625,0.5,0.468438538,160
1000_1090,lr_w2v,weighted avg,0.776601563,0.88125,0.825622924,160
1000_2080,lr_tfidf,0,0.875,0.24137931,0.378378378,29
1000_2080,lr_tfidf,1,0.855263158,0.992366412,0.918727915,131
1000_2080,lr_tfidf,accuracy,0.85625,0.85625,0.85625,0.85625
1000_2080,lr_tfidf,macro avg,0.865131579,0.616872861,0.648553147,160
1000_2080,lr_tfidf,weighted avg,0.858840461,0.85625,0.820789562,160
1000_2080,nb_tfidf,0,1,0.103448276,0.1875,29
