sample size and proportion,classifier,metric,val
3000_1090,dt_tfidf,f1_mean,0.920458157
3000_1090,dt_tfidf,ci_lower,0.893695849
3000_1090,dt_tfidf,ci_upper,0.945686431
3000_1090,dt_tfidf,std,0.01270154
3000_1090,svc_tfidf,f1_mean,0.929054855
3000_1090,svc_tfidf,ci_lower,0.902883679
3000_1090,svc_tfidf,ci_upper,0.953872074
3000_1090,svc_tfidf,std,0.013457155
3000_1090,lsvc_tfidf,f1_mean,0.9325972
3000_1090,lsvc_tfidf,ci_lower,0.904827275
3000_1090,lsvc_tfidf,ci_upper,0.957760407
3000_1090,lsvc_tfidf,std,0.01311131
3000_1090,sgd_tfidf,f1_mean,0.921484803
3000_1090,sgd_tfidf,ci_lower,0.89534218
3000_1090,sgd_tfidf,ci_upper,0.946903822
3000_1090,sgd_tfidf,std,0.012862549
3000_1090,knn_tfidf,f1_mean,0.897894728
3000_1090,knn_tfidf,ci_lower,0.869819967
3000_1090,knn_tfidf,ci_upper,0.92431602
3000_1090,knn_tfidf,std,0.013989566
3000_2080,lr_tfidf,f1_mean,0.866760627
3000_2080,lr_tfidf,ci_lower,0.83064967
3000_2080,lr_tfidf,ci_upper,0.901197124
3000_2080,lr_tfidf,std,0.017976641
3000_2080,nb_tfidf,f1_mean,0.769543215
3000_2080,nb_tfidf,ci_lower,0.716135888
3000_2080,nb_tfidf,ci_upper,0.815665584
3000_2080,nb_tfidf,std,0.024737086
3000_2080,rf_tfidf,f1_mean,0.746313981
3000_2080,rf_tfidf,ci_lower,0.699642204
3000_2080,rf_tfidf,ci_upper,0.794799499
3000_2080,rf_tfidf,std,0.024580685
3000_2080,dt_tfidf,f1_mean,0.832400124
3000_2080,dt_tfidf,ci_lower,0.79703777
3000_2080,dt_tfidf,ci_upper,0.864449402
3000_2080,dt_tfidf,std,0.017628182
3000_2080,svc_tfidf,f1_mean,0.859396904
3000_2080,svc_tfidf,ci_lower,0.822611442
3000_2080,svc_tfidf,ci_upper,0.894191123
3000_2080,svc_tfidf,std,0.01804545
3000_2080,lsvc_tfidf,f1_mean,0.85899985
3000_2080,lsvc_tfidf,ci_lower,0.822916517
3000_2080,lsvc_tfidf,ci_upper,0.893454534
3000_2080,lsvc_tfidf,std,0.017902664
3000_2080,sgd_tfidf,f1_mean,0.870054804
3000_2080,sgd_tfidf,ci_lower,0.836708163
3000_2080,sgd_tfidf,ci_upper,0.901891216
3000_2080,sgd_tfidf,std,0.016701722
3000_2080,knn_tfidf,f1_mean,0.814154785
3000_2080,knn_tfidf,ci_lower,0.774727406
3000_2080,knn_tfidf,ci_upper,0.85451763
3000_2080,knn_tfidf,std,0.020173472
3000_3070,lr_tfidf,f1_mean,0.833684182
3000_3070,lr_tfidf,ci_lower,0.799735339
3000_3070,lr_tfidf,ci_upper,0.860948976
3000_3070,lr_tfidf,std,0.016569703
3000_3070,nb_tfidf,f1_mean,0.761295496
3000_3070,nb_tfidf,ci_lower,0.71440735
3000_3070,nb_tfidf,ci_upper,0.80693325
3000_3070,nb_tfidf,std,0.02365291
3000_3070,rf_tfidf,f1_mean,0.668207999
3000_3070,rf_tfidf,ci_lower,0.613676671
3000_3070,rf_tfidf,ci_upper,0.721187315
3000_3070,rf_tfidf,std,0.027800978
3000_3070,dt_tfidf,f1_mean,0.770900846
3000_3070,dt_tfidf,ci_lower,0.735191112
3000_3070,dt_tfidf,ci_upper,0.803487196
3000_3070,dt_tfidf,std,0.017928324
3000_3070,svc_tfidf,f1_mean,0.83873897
3000_3070,svc_tfidf,ci_lower,0.798258567
3000_3070,svc_tfidf,ci_upper,0.875327845
3000_3070,svc_tfidf,std,0.019146331
3000_3070,lsvc_tfidf,f1_mean,0.828946796
3000_3070,lsvc_tfidf,ci_lower,0.795615354
3000_3070,lsvc_tfidf,ci_upper,0.86023344
3000_3070,lsvc_tfidf,std,0.017061482
3000_3070,sgd_tfidf,f1_mean,0.814149146
3000_3070,sgd_tfidf,ci_lower,0.778491336
3000_3070,sgd_tfidf,ci_upper,0.848284145
3000_3070,sgd_tfidf,std,0.017465385
3000_3070,knn_tfidf,f1_mean,0.766147762
3000_3070,knn_tfidf,ci_lower,0.728084302
3000_3070,knn_tfidf,ci_upper,0.804156878
3000_3070,knn_tfidf,std,0.02021412
3000_4060,lr_tfidf,f1_mean,0.802963685
3000_4060,lr_tfidf,ci_lower,0.766600453
3000_4060,lr_tfidf,ci_upper,0.836173367
3000_4060,lr_tfidf,std,0.017627893
3000_4060,nb_tfidf,f1_mean,0.74150677
3000_4060,nb_tfidf,ci_lower,0.700220409
3000_4060,nb_tfidf,ci_upper,0.781450394
3000_4060,nb_tfidf,std,0.02105017
3000_4060,rf_tfidf,f1_mean,0.65928116
3000_4060,rf_tfidf,ci_lower,0.613257906
3000_4060,rf_tfidf,ci_upper,0.711508417
3000_4060,rf_tfidf,std,0.024726842
3000_4060,dt_tfidf,f1_mean,0.816486927
3000_4060,dt_tfidf,ci_lower,0.781924857
3000_4060,dt_tfidf,ci_upper,0.847778826
3000_4060,dt_tfidf,std,0.017324451
3000_4060,svc_tfidf,f1_mean,0.839903266
3000_4060,svc_tfidf,ci_lower,0.805927538
3000_4060,svc_tfidf,ci_upper,0.874872236
3000_4060,svc_tfidf,std,0.017272436
3000_4060,lsvc_tfidf,f1_mean,0.803990375
3000_4060,lsvc_tfidf,ci_lower,0.770223058
3000_4060,lsvc_tfidf,ci_upper,0.83727372
3000_4060,lsvc_tfidf,std,0.017591171
3000_4060,sgd_tfidf,f1_mean,0.809613786
3000_4060,sgd_tfidf,ci_lower,0.773142438
3000_4060,sgd_tfidf,ci_upper,0.842878442
3000_4060,sgd_tfidf,std,0.01718594
3000_4060,knn_tfidf,f1_mean,0.770755347
3000_4060,knn_tfidf,ci_lower,0.733167834
3000_4060,knn_tfidf,ci_upper,0.809210259
3000_4060,knn_tfidf,std,0.019749892
3000_5050,lr_tfidf,f1_mean,0.803741423
3000_5050,lr_tfidf,ci_lower,0.770023655
3000_5050,lr_tfidf,ci_upper,0.838614208
3000_5050,lr_tfidf,std,0.018346721
3000_5050,nb_tfidf,f1_mean,0.735660103
3000_5050,nb_tfidf,ci_lower,0.696601825
3000_5050,nb_tfidf,ci_upper,0.774927373
3000_5050,nb_tfidf,std,0.019873793
3000_5050,rf_tfidf,f1_mean,0.719366149
3000_5050,rf_tfidf,ci_lower,0.6748322
3000_5050,rf_tfidf,ci_upper,0.761853823
3000_5050,rf_tfidf,std,0.021616203
3000_5050,dt_tfidf,f1_mean,0.798204848
3000_5050,dt_tfidf,ci_lower,0.757497538
3000_5050,dt_tfidf,ci_upper,0.830857291
3000_5050,dt_tfidf,std,0.0185567
3000_5050,svc_tfidf,f1_mean,0.828032015
3000_5050,svc_tfidf,ci_lower,0.793484046
3000_5050,svc_tfidf,ci_upper,0.860284676
3000_5050,svc_tfidf,std,0.016900311
3000_5050,lsvc_tfidf,f1_mean,0.804075816
3000_5050,lsvc_tfidf,ci_lower,0.770491818
3000_5050,lsvc_tfidf,ci_upper,0.839279687
3000_5050,lsvc_tfidf,std,0.01798588
3000_5050,sgd_tfidf,f1_mean,0.829955035
3000_5050,sgd_tfidf,ci_lower,0.796883784
3000_5050,sgd_tfidf,ci_upper,0.862265471
3000_5050,sgd_tfidf,std,0.017281221
3000_5050,knn_tfidf,f1_mean,0.732579719
3000_5050,knn_tfidf,ci_lower,0.694647827
3000_5050,knn_tfidf,ci_upper,0.771184388
3000_5050,knn_tfidf,std,0.020074407
4000_1090,lr_tfidf,f1_mean,0.927313552
4000_1090,lr_tfidf,ci_lower,0.903263272
4000_1090,lr_tfidf,ci_upper,0.949616272
4000_1090,lr_tfidf,std,0.012355359
4000_1090,nb_tfidf,f1_mean,0.89801675
4000_1090,nb_tfidf,ci_lower,0.867036846
4000_1090,nb_tfidf,ci_upper,0.926341539
4000_1090,nb_tfidf,std,0.015210139
4000_1090,rf_tfidf,f1_mean,0.883376164
4000_1090,rf_tfidf,ci_lower,0.853353335
4000_1090,rf_tfidf,ci_upper,0.911605102
4000_1090,rf_tfidf,std,0.015494504
4000_1090,dt_tfidf,f1_mean,0.900670287
4000_1090,dt_tfidf,ci_lower,0.876887649
4000_1090,dt_tfidf,ci_upper,0.920695519
4000_1090,dt_tfidf,std,0.010747914
4000_1090,svc_tfidf,f1_mean,0.915241468
4000_1090,svc_tfidf,ci_lower,0.887479441
4000_1090,svc_tfidf,ci_upper,0.943482702
4000_1090,svc_tfidf,std,0.013900816
4000_1090,lsvc_tfidf,f1_mean,0.934105456
4000_1090,lsvc_tfidf,ci_lower,0.910285587
4000_1090,lsvc_tfidf,ci_upper,0.955464102
4000_1090,lsvc_tfidf,std,0.011461944
4000_1090,sgd_tfidf,f1_mean,0.925466194
4000_1090,sgd_tfidf,ci_lower,0.900994319
4000_1090,sgd_tfidf,ci_upper,0.945262235
4000_1090,sgd_tfidf,std,0.011747661
4000_1090,knn_tfidf,f1_mean,0.91978926
4000_1090,knn_tfidf,ci_lower,0.89189579
4000_1090,knn_tfidf,ci_upper,0.94400339
4000_1090,knn_tfidf,std,0.013521069
4000_2080,lr_tfidf,f1_mean,0.868792157
4000_2080,lr_tfidf,ci_lower,0.838915844
4000_2080,lr_tfidf,ci_upper,0.897665799
4000_2080,lr_tfidf,std,0.015171463
4000_2080,nb_tfidf,f1_mean,0.760426368
4000_2080,nb_tfidf,ci_lower,0.718378295
4000_2080,nb_tfidf,ci_upper,0.800259189
4000_2080,nb_tfidf,std,0.021700247
4000_2080,rf_tfidf,f1_mean,0.737766131
4000_2080,rf_tfidf,ci_lower,0.693629174
4000_2080,rf_tfidf,ci_upper,0.779915806
4000_2080,rf_tfidf,std,0.022470251
4000_2080,dt_tfidf,f1_mean,0.859939507
4000_2080,dt_tfidf,ci_lower,0.83055266
4000_2080,dt_tfidf,ci_upper,0.886542594
4000_2080,dt_tfidf,std,0.014394484
4000_2080,svc_tfidf,f1_mean,0.856081877
4000_2080,svc_tfidf,ci_lower,0.820810914
4000_2080,svc_tfidf,ci_upper,0.889048491
4000_2080,svc_tfidf,std,0.017261725
4000_2080,lsvc_tfidf,f1_mean,0.873538095
4000_2080,lsvc_tfidf,ci_lower,0.843327294
4000_2080,lsvc_tfidf,ci_upper,0.902624614
4000_2080,lsvc_tfidf,std,0.014899147
4000_2080,sgd_tfidf,f1_mean,0.878709017
4000_2080,sgd_tfidf,ci_lower,0.85189441
4000_2080,sgd_tfidf,ci_upper,0.904880337
4000_2080,sgd_tfidf,std,0.013692199
4000_2080,knn_tfidf,f1_mean,0.820606157
4000_2080,knn_tfidf,ci_lower,0.7879211
4000_2080,knn_tfidf,ci_upper,0.851111133
4000_2080,knn_tfidf,std,0.016629011
4000_3070,lr_tfidf,f1_mean,0.862780398
4000_3070,lr_tfidf,ci_lower,0.832078871
4000_3070,lr_tfidf,ci_upper,0.889008835
4000_3070,lr_tfidf,std,0.014158929
4000_3070,nb_tfidf,f1_mean,0.730513894
4000_3070,nb_tfidf,ci_lower,0.693486937
4000_3070,nb_tfidf,ci_upper,0.773862592
4000_3070,nb_tfidf,std,0.021656509
4000_3070,rf_tfidf,f1_mean,0.671194379
4000_3070,rf_tfidf,ci_lower,0.627235029
4000_3070,rf_tfidf,ci_upper,0.717865856
4000_3070,rf_tfidf,std,0.023041148
4000_3070,dt_tfidf,f1_mean,0.845082475
4000_3070,dt_tfidf,ci_lower,0.817190836
4000_3070,dt_tfidf,ci_upper,0.870132353
4000_3070,dt_tfidf,std,0.013915471
4000_3070,svc_tfidf,f1_mean,0.861081073
4000_3070,svc_tfidf,ci_lower,0.831655105
4000_3070,svc_tfidf,ci_upper,0.885884636
4000_3070,svc_tfidf,std,0.014495857
4000_3070,lsvc_tfidf,f1_mean,0.857749595
4000_3070,lsvc_tfidf,ci_lower,0.830306581
4000_3070,lsvc_tfidf,ci_upper,0.88342369
4000_3070,lsvc_tfidf,std,0.014134677
4000_3070,sgd_tfidf,f1_mean,0.856330056
4000_3070,sgd_tfidf,ci_lower,0.829283065
4000_3070,sgd_tfidf,ci_upper,0.882800469
4000_3070,sgd_tfidf,std,0.01413513
4000_3070,knn_tfidf,f1_mean,0.784317256
4000_3070,knn_tfidf,ci_lower,0.751419591
4000_3070,knn_tfidf,ci_upper,0.81515772
4000_3070,knn_tfidf,std,0.016632265
4000_4060,lr_tfidf,f1_mean,0.824017596
4000_4060,lr_tfidf,ci_lower,0.792015134
4000_4060,lr_tfidf,ci_upper,0.853608946
4000_4060,lr_tfidf,std,0.015874756
4000_4060,nb_tfidf,f1_mean,0.677057922
4000_4060,nb_tfidf,ci_lower,0.638304022
4000_4060,nb_tfidf,ci_upper,0.716838316
4000_4060,nb_tfidf,std,0.021167388
4000_4060,rf_tfidf,f1_mean,0.601425563
4000_4060,rf_tfidf,ci_lower,0.559139837
4000_4060,rf_tfidf,ci_upper,0.643414078
4000_4060,rf_tfidf,std,0.022178938
4000_4060,dt_tfidf,f1_mean,0.82664961
4000_4060,dt_tfidf,ci_lower,0.795870552
4000_4060,dt_tfidf,ci_upper,0.855143277
4000_4060,dt_tfidf,std,0.014532495
4000_4060,svc_tfidf,f1_mean,0.862126879
4000_4060,svc_tfidf,ci_lower,0.835966885
4000_4060,svc_tfidf,ci_upper,0.886792373
4000_4060,svc_tfidf,std,0.013419214
4000_4060,lsvc_tfidf,f1_mean,0.82735391
4000_4060,lsvc_tfidf,ci_lower,0.797825583
4000_4060,lsvc_tfidf,ci_upper,0.856209482
4000_4060,lsvc_tfidf,std,0.014910257
4000_4060,sgd_tfidf,f1_mean,0.822777975
4000_4060,sgd_tfidf,ci_lower,0.79375312
4000_4060,sgd_tfidf,ci_upper,0.852559771
4000_4060,sgd_tfidf,std,0.014792588
4000_4060,knn_tfidf,f1_mean,0.769248844
4000_4060,knn_tfidf,ci_lower,0.736694996
4000_4060,knn_tfidf,ci_upper,0.804521474
4000_4060,knn_tfidf,std,0.017262321
4000_5050,lr_tfidf,f1_mean,0.801686396
4000_5050,lr_tfidf,ci_lower,0.77108444
4000_5050,lr_tfidf,ci_upper,0.83373329
4000_5050,lr_tfidf,std,0.015616923
4000_5050,nb_tfidf,f1_mean,0.718668418
4000_5050,nb_tfidf,ci_lower,0.683685925
4000_5050,nb_tfidf,ci_upper,0.752036914
4000_5050,nb_tfidf,std,0.01817431
4000_5050,rf_tfidf,f1_mean,0.668466708
4000_5050,rf_tfidf,ci_lower,0.626563185
4000_5050,rf_tfidf,ci_upper,0.709362364
4000_5050,rf_tfidf,std,0.020937579
4000_5050,dt_tfidf,f1_mean,0.822942381
4000_5050,dt_tfidf,ci_lower,0.794260267
4000_5050,dt_tfidf,ci_upper,0.852589912
4000_5050,dt_tfidf,std,0.014748415
4000_5050,svc_tfidf,f1_mean,0.828690929
4000_5050,svc_tfidf,ci_lower,0.79848243
4000_5050,svc_tfidf,ci_upper,0.854672222
4000_5050,svc_tfidf,std,0.014748963
4000_5050,lsvc_tfidf,f1_mean,0.806845591
4000_5050,lsvc_tfidf,ci_lower,0.776877562
4000_5050,lsvc_tfidf,ci_upper,0.838956134
4000_5050,lsvc_tfidf,std,0.016145751
4000_5050,sgd_tfidf,f1_mean,0.798282785
4000_5050,sgd_tfidf,ci_lower,0.764369628
4000_5050,sgd_tfidf,ci_upper,0.828563391
4000_5050,sgd_tfidf,std,0.016666918
4000_5050,knn_tfidf,f1_mean,0.764262976
4000_5050,knn_tfidf,ci_lower,0.731097775
4000_5050,knn_tfidf,ci_upper,0.796201545
4000_5050,knn_tfidf,std,0.016714943
5000_1090,lr_tfidf,f1_mean,0.924414843
5000_1090,lr_tfidf,ci_lower,0.901794927
5000_1090,lr_tfidf,ci_upper,0.944637287
5000_1090,lr_tfidf,std,0.011299102
5000_1090,nb_tfidf,f1_mean,0.878277766
5000_1090,nb_tfidf,ci_lower,0.847685544
5000_1090,nb_tfidf,ci_upper,0.907908591
5000_1090,nb_tfidf,std,0.014943401
5000_1090,rf_tfidf,f1_mean,0.857590226
5000_1090,rf_tfidf,ci_lower,0.828269629
5000_1090,rf_tfidf,ci_upper,0.890786827
5000_1090,rf_tfidf,std,0.01598074
5000_1090,dt_tfidf,f1_mean,0.903195826
5000_1090,dt_tfidf,ci_lower,0.880580309
5000_1090,dt_tfidf,ci_upper,0.924821719
5000_1090,dt_tfidf,std,0.011099639
5000_1090,svc_tfidf,f1_mean,0.918488039
5000_1090,svc_tfidf,ci_lower,0.89354096
5000_1090,svc_tfidf,ci_upper,0.943492376
5000_1090,svc_tfidf,std,0.012243318
5000_1090,lsvc_tfidf,f1_mean,0.926178392
5000_1090,lsvc_tfidf,ci_lower,0.902834578
5000_1090,lsvc_tfidf,ci_upper,0.947067251
5000_1090,lsvc_tfidf,std,0.010675614
5000_1090,sgd_tfidf,f1_mean,0.902983255
5000_1090,sgd_tfidf,ci_lower,0.879986541
5000_1090,sgd_tfidf,ci_upper,0.926218322
5000_1090,sgd_tfidf,std,0.011684201
5000_1090,knn_tfidf,f1_mean,0.908327118
5000_1090,knn_tfidf,ci_lower,0.883934357
5000_1090,knn_tfidf,ci_upper,0.930771775
5000_1090,knn_tfidf,std,0.011897443
5000_2080,lr_tfidf,f1_mean,0.854739183
5000_2080,lr_tfidf,ci_lower,0.826578006
5000_2080,lr_tfidf,ci_upper,0.883459141
5000_2080,lr_tfidf,std,0.014491816
5000_2080,nb_tfidf,f1_mean,0.803440505
5000_2080,nb_tfidf,ci_lower,0.770119145
5000_2080,nb_tfidf,ci_upper,0.838512152
5000_2080,nb_tfidf,std,0.01733675
5000_2080,rf_tfidf,f1_mean,0.744756739
5000_2080,rf_tfidf,ci_lower,0.708881502
5000_2080,rf_tfidf,ci_upper,0.785566985
5000_2080,rf_tfidf,std,0.019559918
5000_2080,dt_tfidf,f1_mean,0.867781998
5000_2080,dt_tfidf,ci_lower,0.843844927
5000_2080,dt_tfidf,ci_upper,0.889611345
5000_2080,dt_tfidf,std,0.011830166
5000_2080,svc_tfidf,f1_mean,0.861202309
5000_2080,svc_tfidf,ci_lower,0.836416459
5000_2080,svc_tfidf,ci_upper,0.886840634
5000_2080,svc_tfidf,std,0.013692648
5000_2080,lsvc_tfidf,f1_mean,0.855915796
5000_2080,lsvc_tfidf,ci_lower,0.827909161
5000_2080,lsvc_tfidf,ci_upper,0.883087442
5000_2080,lsvc_tfidf,std,0.014311951
5000_2080,sgd_tfidf,f1_mean,0.877471658
5000_2080,sgd_tfidf,ci_lower,0.852439496
5000_2080,sgd_tfidf,ci_upper,0.90020189
5000_2080,sgd_tfidf,std,0.012497981
5000_2080,knn_tfidf,f1_mean,0.850764994
5000_2080,knn_tfidf,ci_lower,0.822997925
5000_2080,knn_tfidf,ci_upper,0.875992728
5000_2080,knn_tfidf,std,0.014258389
5000_3070,lr_tfidf,f1_mean,0.857238027
5000_3070,lr_tfidf,ci_lower,0.830958382
5000_3070,lr_tfidf,ci_upper,0.880055478
5000_3070,lr_tfidf,std,0.012668525
5000_3070,nb_tfidf,f1_mean,0.719533942
5000_3070,nb_tfidf,ci_lower,0.679319696
5000_3070,nb_tfidf,ci_upper,0.757370008
5000_3070,nb_tfidf,std,0.01924975
5000_3070,rf_tfidf,f1_mean,0.640952483
5000_3070,rf_tfidf,ci_lower,0.597053625
5000_3070,rf_tfidf,ci_upper,0.6835057
5000_3070,rf_tfidf,std,0.021381143
5000_3070,dt_tfidf,f1_mean,0.867344943
5000_3070,dt_tfidf,ci_lower,0.843772855
5000_3070,dt_tfidf,ci_upper,0.890387354
5000_3070,dt_tfidf,std,0.012117033
5000_3070,svc_tfidf,f1_mean,0.869700645
5000_3070,svc_tfidf,ci_lower,0.84588486
5000_3070,svc_tfidf,ci_upper,0.893704994
5000_3070,svc_tfidf,std,0.012172729
5000_3070,lsvc_tfidf,f1_mean,0.856188576
5000_3070,lsvc_tfidf,ci_lower,0.829551098
5000_3070,lsvc_tfidf,ci_upper,0.879293131
5000_3070,lsvc_tfidf,std,0.012616185
5000_3070,sgd_tfidf,f1_mean,0.840785723
5000_3070,sgd_tfidf,ci_lower,0.814375813
5000_3070,sgd_tfidf,ci_upper,0.86746206
5000_3070,sgd_tfidf,std,0.013454464
5000_3070,knn_tfidf,f1_mean,0.802448451
5000_3070,knn_tfidf,ci_lower,0.774186852
5000_3070,knn_tfidf,ci_upper,0.831234285
5000_3070,knn_tfidf,std,0.014647265
5000_4060,lr_tfidf,f1_mean,0.83265163
5000_4060,lr_tfidf,ci_lower,0.809013578
5000_4060,lr_tfidf,ci_upper,0.857028863
5000_4060,lr_tfidf,std,0.012916405
5000_4060,nb_tfidf,f1_mean,0.697340109
5000_4060,nb_tfidf,ci_lower,0.659116699
5000_4060,nb_tfidf,ci_upper,0.732112235
5000_4060,nb_tfidf,std,0.018283292
5000_4060,rf_tfidf,f1_mean,0.644211458
5000_4060,rf_tfidf,ci_lower,0.602414179
5000_4060,rf_tfidf,ci_upper,0.687298394
5000_4060,rf_tfidf,std,0.021548384
5000_4060,dt_tfidf,f1_mean,0.848877501
5000_4060,dt_tfidf,ci_lower,0.825306245
5000_4060,dt_tfidf,ci_upper,0.872284599
5000_4060,dt_tfidf,std,0.012065989
5000_4060,svc_tfidf,f1_mean,0.86083298
5000_4060,svc_tfidf,ci_lower,0.838165548
5000_4060,svc_tfidf,ci_upper,0.884797229
5000_4060,svc_tfidf,std,0.011985574
5000_4060,lsvc_tfidf,f1_mean,0.824446321
5000_4060,lsvc_tfidf,ci_lower,0.798071541
5000_4060,lsvc_tfidf,ci_upper,0.850970458
5000_4060,lsvc_tfidf,std,0.013378474
5000_4060,sgd_tfidf,f1_mean,0.821304173
5000_4060,sgd_tfidf,ci_lower,0.793912435
5000_4060,sgd_tfidf,ci_upper,0.848394802
5000_4060,sgd_tfidf,std,0.013944404
5000_4060,knn_tfidf,f1_mean,0.775686473
5000_4060,knn_tfidf,ci_lower,0.746442779
5000_4060,knn_tfidf,ci_upper,0.804101647
5000_4060,knn_tfidf,std,0.014349376
5000_5050,lr_tfidf,f1_mean,0.845669886
5000_5050,lr_tfidf,ci_lower,0.82100401
5000_5050,lr_tfidf,ci_upper,0.867339766
5000_5050,lr_tfidf,std,0.011747588
5000_5050,nb_tfidf,f1_mean,0.757592656
5000_5050,nb_tfidf,ci_lower,0.727298757
5000_5050,nb_tfidf,ci_upper,0.785663891
5000_5050,nb_tfidf,std,0.015717659
5000_5050,rf_tfidf,f1_mean,0.714830644
5000_5050,rf_tfidf,ci_lower,0.682013836
5000_5050,rf_tfidf,ci_upper,0.747380623
5000_5050,rf_tfidf,std,0.016102489
5000_5050,dt_tfidf,f1_mean,0.873753396
5000_5050,dt_tfidf,ci_lower,0.850960086
5000_5050,dt_tfidf,ci_upper,0.895397263
5000_5050,dt_tfidf,std,0.012124706
5000_5050,svc_tfidf,f1_mean,0.859834214
5000_5050,svc_tfidf,ci_lower,0.836053069
5000_5050,svc_tfidf,ci_upper,0.885652191
5000_5050,svc_tfidf,std,0.012200823
5000_5050,lsvc_tfidf,f1_mean,0.83411426
5000_5050,lsvc_tfidf,ci_lower,0.805788133
5000_5050,lsvc_tfidf,ci_upper,0.858562712
5000_5050,lsvc_tfidf,std,0.013381399
5000_5050,sgd_tfidf,f1_mean,0.842775956
5000_5050,sgd_tfidf,ci_lower,0.817286774
5000_5050,sgd_tfidf,ci_upper,0.869886496
5000_5050,sgd_tfidf,std,0.013577003
5000_5050,knn_tfidf,f1_mean,0.757634572
5000_5050,knn_tfidf,ci_lower,0.729672436
5000_5050,knn_tfidf,ci_upper,0.786072918
5000_5050,knn_tfidf,std,0.014817825
5000_595,lr_tfidf,f1_mean,0.957130184
5000_595,lr_tfidf,ci_lower,0.93772774
5000_595,lr_tfidf,ci_upper,0.97378943
5000_595,lr_tfidf,std,0.008773942
5000_595,nb_tfidf,f1_mean,0.940562547
5000_595,nb_tfidf,ci_lower,0.918277635
5000_595,nb_tfidf,ci_upper,0.960799557
5000_595,nb_tfidf,std,0.010675146
5000_595,rf_tfidf,f1_mean,0.942495843
5000_595,rf_tfidf,ci_lower,0.92217078
5000_595,rf_tfidf,ci_upper,0.961941082
5000_595,rf_tfidf,std,0.01020614
5000_595,dt_tfidf,f1_mean,0.943509906
5000_595,dt_tfidf,ci_lower,0.926149094
5000_595,dt_tfidf,ci_upper,0.958607925
5000_595,dt_tfidf,std,0.008126742
5000_595,svc_tfidf,f1_mean,0.958248687
5000_595,svc_tfidf,ci_lower,0.940077924
5000_595,svc_tfidf,ci_upper,0.976117528
5000_595,svc_tfidf,std,0.009360971
5000_595,lsvc_tfidf,f1_mean,0.959264541
5000_595,lsvc_tfidf,ci_lower,0.943327069
5000_595,lsvc_tfidf,ci_upper,0.973779679
5000_595,lsvc_tfidf,std,0.008252414
5000_595,sgd_tfidf,f1_mean,0.94415846
5000_595,sgd_tfidf,ci_lower,0.927566014
5000_595,sgd_tfidf,ci_upper,0.959660438
5000_595,sgd_tfidf,std,0.008531161
5000_595,knn_tfidf,f1_mean,0.957541307
5000_595,knn_tfidf,ci_lower,0.941124508
5000_595,knn_tfidf,ci_upper,0.970497959
5000_595,knn_tfidf,std,0.007644965
5000_199,lr_tfidf,f1_mean,0.981113668
5000_199,lr_tfidf,ci_lower,0.97010101
5000_199,lr_tfidf,ci_upper,0.990634796
5000_199,lr_tfidf,std,0.005610742
5000_199,nb_tfidf,f1_mean,0.981819498
5000_199,nb_tfidf,ci_lower,0.97010101
5000_199,nb_tfidf,ci_upper,0.992506266
5000_199,nb_tfidf,std,0.005640359
5000_199,rf_tfidf,f1_mean,0.981237363
5000_199,rf_tfidf,ci_lower,0.969123509
5000_199,rf_tfidf,ci_upper,0.992506266
5000_199,rf_tfidf,std,0.005965541
5000_199,dt_tfidf,f1_mean,0.984765043
5000_199,dt_tfidf,ci_lower,0.974405489
5000_199,dt_tfidf,ci_upper,0.993328999
5000_199,dt_tfidf,std,0.004830337
5000_199,svc_tfidf,f1_mean,0.981211039
5000_199,svc_tfidf,ci_lower,0.968239103
5000_199,svc_tfidf,ci_upper,0.991617318
5000_199,svc_tfidf,std,0.005826954
5000_199,lsvc_tfidf,f1_mean,0.984074294
5000_199,lsvc_tfidf,ci_lower,0.973066776
5000_199,lsvc_tfidf,ci_upper,0.993887536
5000_199,lsvc_tfidf,std,0.005440337
5000_199,sgd_tfidf,f1_mean,0.983900625
5000_199,sgd_tfidf,ci_lower,0.972487673
5000_199,sgd_tfidf,ci_upper,0.993339607
5000_199,sgd_tfidf,std,0.005424361
5000_199,knn_tfidf,f1_mean,0.981572908
5000_199,knn_tfidf,ci_lower,0.97010101
5000_199,knn_tfidf,ci_upper,0.992506266
5000_199,knn_tfidf,std,0.005554415
4000_595,lr_tfidf,f1_mean,0.925858458
4000_595,lr_tfidf,ci_lower,0.901401509
4000_595,lr_tfidf,ci_upper,0.948804823
4000_595,lr_tfidf,std,0.012696202
4000_595,nb_tfidf,f1_mean,0.911085806
4000_595,nb_tfidf,ci_lower,0.884400407
4000_595,nb_tfidf,ci_upper,0.936076477
4000_595,nb_tfidf,std,0.013989295
4000_595,rf_tfidf,f1_mean,0.91170901
4000_595,rf_tfidf,ci_lower,0.883204323
4000_595,rf_tfidf,ci_upper,0.937173284
4000_595,rf_tfidf,std,0.013699721
4000_595,dt_tfidf,f1_mean,0.927155674
4000_595,dt_tfidf,ci_lower,0.907028712
4000_595,dt_tfidf,ci_upper,0.948006516
4000_595,dt_tfidf,std,0.01098986
4000_595,svc_tfidf,f1_mean,0.919658477
4000_595,svc_tfidf,ci_lower,0.893606537
4000_595,svc_tfidf,ci_upper,0.946787996
4000_595,svc_tfidf,std,0.013686621
4000_595,lsvc_tfidf,f1_mean,0.932650492
4000_595,lsvc_tfidf,ci_lower,0.906564201
