sample size and proportion,classifier,metric,val
600_3070,knn_tfidf,f1_mean,0.770856111
600_3070,knn_tfidf,ci_lower,0.675488906
600_3070,knn_tfidf,ci_upper,0.861641188
600_3070,knn_tfidf,std,0.048700777
600_4060,lr_tfidf,f1_mean,0.718105516
600_4060,lr_tfidf,ci_lower,0.632575792
600_4060,lr_tfidf,ci_upper,0.803323921
600_4060,lr_tfidf,std,0.04479451
600_4060,nb_tfidf,f1_mean,0.688293587
600_4060,nb_tfidf,ci_lower,0.571713838
600_4060,nb_tfidf,ci_upper,0.778447523
600_4060,nb_tfidf,std,0.05493222
600_4060,rf_tfidf,f1_mean,0.613434007
600_4060,rf_tfidf,ci_lower,0.496705022
600_4060,rf_tfidf,ci_upper,0.721507432
600_4060,rf_tfidf,std,0.058791119
600_4060,dt_tfidf,f1_mean,0.625549809
600_4060,dt_tfidf,ci_lower,0.530256167
600_4060,dt_tfidf,ci_upper,0.713279637
600_4060,dt_tfidf,std,0.049242467
600_4060,svc_tfidf,f1_mean,0.704226664
600_4060,svc_tfidf,ci_lower,0.598738524
600_4060,svc_tfidf,ci_upper,0.800000795
600_4060,svc_tfidf,std,0.049598407
600_4060,lsvc_tfidf,f1_mean,0.698628034
600_4060,lsvc_tfidf,ci_lower,0.603464959
600_4060,lsvc_tfidf,ci_upper,0.783938387
600_4060,lsvc_tfidf,std,0.045051202
600_4060,sgd_tfidf,f1_mean,0.62362482
600_4060,sgd_tfidf,ci_lower,0.517975575
600_4060,sgd_tfidf,ci_upper,0.716415809
600_4060,sgd_tfidf,std,0.049701294
600_4060,knn_tfidf,f1_mean,0.682365224
600_4060,knn_tfidf,ci_lower,0.59111167
600_4060,knn_tfidf,ci_upper,0.776967766
600_4060,knn_tfidf,std,0.04804983
600_5050,lr_tfidf,f1_mean,0.729690614
600_5050,lr_tfidf,ci_lower,0.635493866
600_5050,lr_tfidf,ci_upper,0.823152259
600_5050,lr_tfidf,std,0.046337979
600_5050,nb_tfidf,f1_mean,0.729278857
600_5050,nb_tfidf,ci_lower,0.635256383
600_5050,nb_tfidf,ci_upper,0.813266846
600_5050,nb_tfidf,std,0.047007006
600_5050,rf_tfidf,f1_mean,0.612260887
600_5050,rf_tfidf,ci_lower,0.51102909
600_5050,rf_tfidf,ci_upper,0.709072888
600_5050,rf_tfidf,std,0.051969784
600_5050,dt_tfidf,f1_mean,0.69945131
600_5050,dt_tfidf,ci_lower,0.60678714
600_5050,dt_tfidf,ci_upper,0.783729284
600_5050,dt_tfidf,std,0.044932082
600_5050,svc_tfidf,f1_mean,0.734976546
600_5050,svc_tfidf,ci_lower,0.647359702
600_5050,svc_tfidf,ci_upper,0.823464199
600_5050,svc_tfidf,std,0.045206392
600_5050,lsvc_tfidf,f1_mean,0.728718537
600_5050,lsvc_tfidf,ci_lower,0.637108537
600_5050,lsvc_tfidf,ci_upper,0.803487168
600_5050,lsvc_tfidf,std,0.043463887
600_5050,sgd_tfidf,f1_mean,0.719344455
600_5050,sgd_tfidf,ci_lower,0.632714709
600_5050,sgd_tfidf,ci_upper,0.809047477
600_5050,sgd_tfidf,std,0.047137069
600_5050,knn_tfidf,f1_mean,0.67767755
600_5050,knn_tfidf,ci_lower,0.584911861
600_5050,knn_tfidf,ci_upper,0.773110183
600_5050,knn_tfidf,std,0.048906599
800_1090,lr_tfidf,f1_mean,0.898004025
800_1090,lr_tfidf,ci_lower,0.827368293
800_1090,lr_tfidf,ci_upper,0.953611546
800_1090,lr_tfidf,std,0.032557929
800_1090,nb_tfidf,f1_mean,0.863582089
800_1090,nb_tfidf,ci_lower,0.783293776
800_1090,nb_tfidf,ci_upper,0.93025
800_1090,nb_tfidf,std,0.036162273
800_1090,rf_tfidf,f1_mean,0.862849307
800_1090,rf_tfidf,ci_lower,0.783293776
800_1090,rf_tfidf,ci_upper,0.93025
800_1090,rf_tfidf,std,0.039560115
800_1090,dt_tfidf,f1_mean,0.894293852
800_1090,dt_tfidf,ci_lower,0.838187194
800_1090,dt_tfidf,ci_upper,0.945973145
800_1090,dt_tfidf,std,0.02690878
800_1090,svc_tfidf,f1_mean,0.861114089
800_1090,svc_tfidf,ci_lower,0.783293776
800_1090,svc_tfidf,ci_upper,0.93025
800_1090,svc_tfidf,std,0.038327615
800_1090,lsvc_tfidf,f1_mean,0.894026862
800_1090,lsvc_tfidf,ci_lower,0.820804715
800_1090,lsvc_tfidf,ci_upper,0.950482175
800_1090,lsvc_tfidf,std,0.034495299
800_1090,sgd_tfidf,f1_mean,0.899179045
800_1090,sgd_tfidf,ci_lower,0.842016504
800_1090,sgd_tfidf,ci_upper,0.956285696
800_1090,sgd_tfidf,std,0.029707742
800_1090,knn_tfidf,f1_mean,0.915836715
800_1090,knn_tfidf,ci_lower,0.850939097
800_1090,knn_tfidf,ci_upper,0.967987716
800_1090,knn_tfidf,std,0.030685271
800_2080,lr_tfidf,f1_mean,0.831735004
800_2080,lr_tfidf,ci_lower,0.750676713
800_2080,lr_tfidf,ci_upper,0.907659253
800_2080,lr_tfidf,std,0.040767531
800_2080,nb_tfidf,f1_mean,0.73957799
800_2080,nb_tfidf,ci_lower,0.642857143
800_2080,nb_tfidf,ci_upper,0.827865664
800_2080,nb_tfidf,std,0.045136827
800_2080,rf_tfidf,f1_mean,0.756713052
800_2080,rf_tfidf,ci_lower,0.651811073
800_2080,rf_tfidf,ci_upper,0.840262742
800_2080,rf_tfidf,std,0.047609658
800_2080,dt_tfidf,f1_mean,0.782328596
800_2080,dt_tfidf,ci_lower,0.702765215
800_2080,dt_tfidf,ci_upper,0.846728394
800_2080,dt_tfidf,std,0.037372976
800_2080,svc_tfidf,f1_mean,0.805132191
800_2080,svc_tfidf,ci_lower,0.715539645
800_2080,svc_tfidf,ci_upper,0.888236832
800_2080,svc_tfidf,std,0.043754981
800_2080,lsvc_tfidf,f1_mean,0.857418618
800_2080,lsvc_tfidf,ci_lower,0.782260367
800_2080,lsvc_tfidf,ci_upper,0.919859412
800_2080,lsvc_tfidf,std,0.03572873
800_2080,sgd_tfidf,f1_mean,0.838402785
800_2080,sgd_tfidf,ci_lower,0.752656894
800_2080,sgd_tfidf,ci_upper,0.903536551
800_2080,sgd_tfidf,std,0.03771873
800_2080,knn_tfidf,f1_mean,0.810785857
800_2080,knn_tfidf,ci_lower,0.737574628
800_2080,knn_tfidf,ci_upper,0.880007177
800_2080,knn_tfidf,std,0.037468109
800_3070,lr_tfidf,f1_mean,0.745286338
800_3070,lr_tfidf,ci_lower,0.659631034
800_3070,lr_tfidf,ci_upper,0.829303017
800_3070,lr_tfidf,std,0.041774253
800_3070,nb_tfidf,f1_mean,0.615211244
800_3070,nb_tfidf,ci_lower,0.508163061
800_3070,nb_tfidf,ci_upper,0.723504038
800_3070,nb_tfidf,std,0.056256991
800_3070,rf_tfidf,f1_mean,0.617009391
800_3070,rf_tfidf,ci_lower,0.50910455
800_3070,rf_tfidf,ci_upper,0.71974386
800_3070,rf_tfidf,std,0.054722671
800_3070,dt_tfidf,f1_mean,0.746627057
800_3070,dt_tfidf,ci_lower,0.664977112
800_3070,dt_tfidf,ci_upper,0.822802821
800_3070,dt_tfidf,std,0.040141679
800_3070,svc_tfidf,f1_mean,0.749222564
800_3070,svc_tfidf,ci_lower,0.661652548
800_3070,svc_tfidf,ci_upper,0.826545365
800_3070,svc_tfidf,std,0.044080033
800_3070,lsvc_tfidf,f1_mean,0.745188725
800_3070,lsvc_tfidf,ci_lower,0.652373095
800_3070,lsvc_tfidf,ci_upper,0.83011267
800_3070,lsvc_tfidf,std,0.044332348
800_3070,sgd_tfidf,f1_mean,0.780930737
800_3070,sgd_tfidf,ci_lower,0.702849823
800_3070,sgd_tfidf,ci_upper,0.853634056
800_3070,sgd_tfidf,std,0.039050785
800_3070,knn_tfidf,f1_mean,0.70154657
800_3070,knn_tfidf,ci_lower,0.61434949
800_3070,knn_tfidf,ci_upper,0.787004353
800_3070,knn_tfidf,std,0.043235473
800_4060,lr_tfidf,f1_mean,0.719575617
800_4060,lr_tfidf,ci_lower,0.647924738
800_4060,lr_tfidf,ci_upper,0.790463397
800_4060,lr_tfidf,std,0.037381627
800_4060,nb_tfidf,f1_mean,0.682327761
800_4060,nb_tfidf,ci_lower,0.5875
800_4060,nb_tfidf,ci_upper,0.771700325
800_4060,nb_tfidf,std,0.049197943
800_4060,rf_tfidf,f1_mean,0.650732265
800_4060,rf_tfidf,ci_lower,0.556598973
800_4060,rf_tfidf,ci_upper,0.74828883
800_4060,rf_tfidf,std,0.050342939
800_4060,dt_tfidf,f1_mean,0.669549946
800_4060,dt_tfidf,ci_lower,0.588409792
800_4060,dt_tfidf,ci_upper,0.758371677
800_4060,dt_tfidf,std,0.041922545
800_4060,svc_tfidf,f1_mean,0.732786199
800_4060,svc_tfidf,ci_lower,0.65999669
800_4060,svc_tfidf,ci_upper,0.808208081
800_4060,svc_tfidf,std,0.038092288
800_4060,lsvc_tfidf,f1_mean,0.718415551
800_4060,lsvc_tfidf,ci_lower,0.633684103
800_4060,lsvc_tfidf,ci_upper,0.792088197
800_4060,lsvc_tfidf,std,0.040374105
800_4060,sgd_tfidf,f1_mean,0.70205837
800_4060,sgd_tfidf,ci_lower,0.617206839
800_4060,sgd_tfidf,ci_upper,0.776901156
800_4060,sgd_tfidf,std,0.041361339
800_4060,knn_tfidf,f1_mean,0.714374826
800_4060,knn_tfidf,ci_lower,0.642082753
800_4060,knn_tfidf,ci_upper,0.784204461
800_4060,knn_tfidf,std,0.037291537
800_5050,lr_tfidf,f1_mean,0.692316592
800_5050,lr_tfidf,ci_lower,0.610713435
800_5050,lr_tfidf,ci_upper,0.762018453
800_5050,lr_tfidf,std,0.039409298
800_5050,nb_tfidf,f1_mean,0.68369952
800_5050,nb_tfidf,ci_lower,0.595217291
800_5050,nb_tfidf,ci_upper,0.766111718
800_5050,nb_tfidf,std,0.042848007
800_5050,rf_tfidf,f1_mean,0.674409237
800_5050,rf_tfidf,ci_lower,0.57877993
800_5050,rf_tfidf,ci_upper,0.759133891
800_5050,rf_tfidf,std,0.043431858
800_5050,dt_tfidf,f1_mean,0.676705453
800_5050,dt_tfidf,ci_lower,0.595308287
800_5050,dt_tfidf,ci_upper,0.754153059
800_5050,dt_tfidf,std,0.041509921
800_5050,svc_tfidf,f1_mean,0.707115624
800_5050,svc_tfidf,ci_lower,0.631255318
800_5050,svc_tfidf,ci_upper,0.781306131
800_5050,svc_tfidf,std,0.040097164
800_5050,lsvc_tfidf,f1_mean,0.697157288
800_5050,lsvc_tfidf,ci_lower,0.61739471
800_5050,lsvc_tfidf,ci_upper,0.777750939
800_5050,lsvc_tfidf,std,0.039730425
800_5050,sgd_tfidf,f1_mean,0.678648347
800_5050,sgd_tfidf,ci_lower,0.604169933
800_5050,sgd_tfidf,ci_upper,0.757872438
800_5050,sgd_tfidf,std,0.03896308
800_5050,knn_tfidf,f1_mean,0.615940001
800_5050,knn_tfidf,ci_lower,0.53099506
800_5050,knn_tfidf,ci_upper,0.703388248
800_5050,knn_tfidf,std,0.043427321
1000_1090,lr_tfidf,f1_mean,0.879522332
1000_1090,lr_tfidf,ci_lower,0.816550397
1000_1090,lr_tfidf,ci_upper,0.93427366
1000_1090,lr_tfidf,std,0.03017945
1000_1090,nb_tfidf,f1_mean,0.827766096
1000_1090,nb_tfidf,ci_lower,0.754650171
1000_1090,nb_tfidf,ci_upper,0.898098706
1000_1090,nb_tfidf,std,0.037564796
1000_1090,rf_tfidf,f1_mean,0.839298418
1000_1090,rf_tfidf,ci_lower,0.772245763
1000_1090,rf_tfidf,ci_upper,0.907270327
1000_1090,rf_tfidf,std,0.036025177
1000_1090,dt_tfidf,f1_mean,0.859874633
1000_1090,dt_tfidf,ci_lower,0.807377943
1000_1090,dt_tfidf,ci_upper,0.9125
1000_1090,dt_tfidf,std,0.027335015
1000_1090,svc_tfidf,f1_mean,0.840177463
1000_1090,svc_tfidf,ci_lower,0.772245763
1000_1090,svc_tfidf,ci_upper,0.907258065
1000_1090,svc_tfidf,std,0.036662838
1000_1090,lsvc_tfidf,f1_mean,0.881314573
1000_1090,lsvc_tfidf,ci_lower,0.822411832
1000_1090,lsvc_tfidf,ci_upper,0.938588196
1000_1090,lsvc_tfidf,std,0.03075665
1000_1090,sgd_tfidf,f1_mean,0.893427158
1000_1090,sgd_tfidf,ci_lower,0.838304113
1000_1090,sgd_tfidf,ci_upper,0.939997369
1000_1090,sgd_tfidf,std,0.026313929
1000_1090,knn_tfidf,f1_mean,0.871803481
1000_1090,knn_tfidf,ci_lower,0.812933592
1000_1090,knn_tfidf,ci_upper,0.924979873
1000_1090,knn_tfidf,std,0.029780108
1000_2080,lr_tfidf,f1_mean,0.763528182
1000_2080,lr_tfidf,ci_lower,0.686766758
1000_2080,lr_tfidf,ci_upper,0.839172592
1000_2080,lr_tfidf,std,0.039685194
1000_2080,nb_tfidf,f1_mean,0.710672547
1000_2080,nb_tfidf,ci_lower,0.624913348
1000_2080,nb_tfidf,ci_upper,0.791878669
1000_2080,nb_tfidf,std,0.043841416
1000_2080,rf_tfidf,f1_mean,0.680834452
1000_2080,rf_tfidf,ci_lower,0.597741177
1000_2080,rf_tfidf,ci_upper,0.767557603
1000_2080,rf_tfidf,std,0.043760028
1000_2080,dt_tfidf,f1_mean,0.718005147
1000_2080,dt_tfidf,ci_lower,0.639887403
1000_2080,dt_tfidf,ci_upper,0.78645362
1000_2080,dt_tfidf,std,0.037539136
1000_2080,svc_tfidf,f1_mean,0.743286399
1000_2080,svc_tfidf,ci_lower,0.660275895
1000_2080,svc_tfidf,ci_upper,0.822879783
1000_2080,svc_tfidf,std,0.043430433
1000_2080,lsvc_tfidf,f1_mean,0.757383452
1000_2080,lsvc_tfidf,ci_lower,0.666241157
1000_2080,lsvc_tfidf,ci_upper,0.830573923
1000_2080,lsvc_tfidf,std,0.043813022
1000_2080,sgd_tfidf,f1_mean,0.753053798
1000_2080,sgd_tfidf,ci_lower,0.679651914
1000_2080,sgd_tfidf,ci_upper,0.821591136
1000_2080,sgd_tfidf,std,0.036671622
1000_2080,knn_tfidf,f1_mean,0.761315653
1000_2080,knn_tfidf,ci_lower,0.677478548
1000_2080,knn_tfidf,ci_upper,0.838915677
1000_2080,knn_tfidf,std,0.041388196
1000_3070,lr_tfidf,f1_mean,0.791328152
1000_3070,lr_tfidf,ci_lower,0.727937935
1000_3070,lr_tfidf,ci_upper,0.851581801
1000_3070,lr_tfidf,std,0.033034014
1000_3070,nb_tfidf,f1_mean,0.729629986
1000_3070,nb_tfidf,ci_lower,0.63535631
1000_3070,nb_tfidf,ci_upper,0.82484347
1000_3070,nb_tfidf,std,0.047613482
1000_3070,rf_tfidf,f1_mean,0.703433531
1000_3070,rf_tfidf,ci_lower,0.607503849
1000_3070,rf_tfidf,ci_upper,0.792232143
1000_3070,rf_tfidf,std,0.045940058
1000_3070,dt_tfidf,f1_mean,0.797681312
1000_3070,dt_tfidf,ci_lower,0.732468925
1000_3070,dt_tfidf,ci_upper,0.856699332
1000_3070,dt_tfidf,std,0.032004192
1000_3070,svc_tfidf,f1_mean,0.807052412
1000_3070,svc_tfidf,ci_lower,0.73731758
1000_3070,svc_tfidf,ci_upper,0.869377009
1000_3070,svc_tfidf,std,0.035583668
1000_3070,lsvc_tfidf,f1_mean,0.806455283
1000_3070,lsvc_tfidf,ci_lower,0.741125311
1000_3070,lsvc_tfidf,ci_upper,0.866217792
1000_3070,lsvc_tfidf,std,0.033540489
1000_3070,sgd_tfidf,f1_mean,0.777165757
1000_3070,sgd_tfidf,ci_lower,0.704993044
1000_3070,sgd_tfidf,ci_upper,0.839188873
1000_3070,sgd_tfidf,std,0.033714688
1000_3070,knn_tfidf,f1_mean,0.808922191
1000_3070,knn_tfidf,ci_lower,0.753567648
1000_3070,knn_tfidf,ci_upper,0.86921986
1000_3070,knn_tfidf,std,0.031407428
1000_4060,lr_tfidf,f1_mean,0.746312445
1000_4060,lr_tfidf,ci_lower,0.671183313
1000_4060,lr_tfidf,ci_upper,0.814590584
1000_4060,lr_tfidf,std,0.036508726
1000_4060,nb_tfidf,f1_mean,0.695468404
1000_4060,nb_tfidf,ci_lower,0.616678183
1000_4060,nb_tfidf,ci_upper,0.774562358
1000_4060,nb_tfidf,std,0.040304989
1000_4060,rf_tfidf,f1_mean,0.59564761
1000_4060,rf_tfidf,ci_lower,0.498429995
1000_4060,rf_tfidf,ci_upper,0.685415293
1000_4060,rf_tfidf,std,0.047221236
1000_4060,dt_tfidf,f1_mean,0.700863234
1000_4060,dt_tfidf,ci_lower,0.630043506
1000_4060,dt_tfidf,ci_upper,0.764703847
1000_4060,dt_tfidf,std,0.034738942
1000_4060,svc_tfidf,f1_mean,0.754656748
1000_4060,svc_tfidf,ci_lower,0.678209171
1000_4060,svc_tfidf,ci_upper,0.824369846
1000_4060,svc_tfidf,std,0.036535341
1000_4060,lsvc_tfidf,f1_mean,0.763936578
1000_4060,lsvc_tfidf,ci_lower,0.698712489
1000_4060,lsvc_tfidf,ci_upper,0.829102482
1000_4060,lsvc_tfidf,std,0.033364701
1000_4060,sgd_tfidf,f1_mean,0.777442602
1000_4060,sgd_tfidf,ci_lower,0.708975361
1000_4060,sgd_tfidf,ci_upper,0.849735041
1000_4060,sgd_tfidf,std,0.034754077
1000_4060,knn_tfidf,f1_mean,0.765671846
1000_4060,knn_tfidf,ci_lower,0.697961751
1000_4060,knn_tfidf,ci_upper,0.831179685
1000_4060,knn_tfidf,std,0.035065361
1000_5050,lr_tfidf,f1_mean,0.738719826
1000_5050,lr_tfidf,ci_lower,0.667679494
1000_5050,lr_tfidf,ci_upper,0.805355798
1000_5050,lr_tfidf,std,0.035151423
1000_5050,nb_tfidf,f1_mean,0.688080378
1000_5050,nb_tfidf,ci_lower,0.600006423
1000_5050,nb_tfidf,ci_upper,0.769140842
1000_5050,nb_tfidf,std,0.042533108
1000_5050,rf_tfidf,f1_mean,0.603311622
1000_5050,rf_tfidf,ci_lower,0.517195186
1000_5050,rf_tfidf,ci_upper,0.688298134
1000_5050,rf_tfidf,std,0.042761705
1000_5050,dt_tfidf,f1_mean,0.613352264
1000_5050,dt_tfidf,ci_lower,0.547304656
1000_5050,dt_tfidf,ci_upper,0.687705206
1000_5050,dt_tfidf,std,0.038079028
1000_5050,svc_tfidf,f1_mean,0.74626671
1000_5050,svc_tfidf,ci_lower,0.680132531
1000_5050,svc_tfidf,ci_upper,0.81270668
1000_5050,svc_tfidf,std,0.034822724
1000_5050,lsvc_tfidf,f1_mean,0.73513053
1000_5050,lsvc_tfidf,ci_lower,0.656713653
1000_5050,lsvc_tfidf,ci_upper,0.805746094
1000_5050,lsvc_tfidf,std,0.037051116
1000_5050,sgd_tfidf,f1_mean,0.722471552
1000_5050,sgd_tfidf,ci_lower,0.654280241
1000_5050,sgd_tfidf,ci_upper,0.792039708
1000_5050,sgd_tfidf,std,0.036491465
1000_5050,knn_tfidf,f1_mean,0.699842549
1000_5050,knn_tfidf,ci_lower,0.626259617
1000_5050,knn_tfidf,ci_upper,0.76602688
1000_5050,knn_tfidf,std,0.036389278
2000_1090,lr_tfidf,f1_mean,0.886612591
2000_1090,lr_tfidf,ci_lower,0.840997065
2000_1090,lr_tfidf,ci_upper,0.925774893
2000_1090,lr_tfidf,std,0.021337494
2000_1090,nb_tfidf,f1_mean,0.865296516
2000_1090,nb_tfidf,ci_lower,0.818792377
2000_1090,nb_tfidf,ci_upper,0.907258065
2000_1090,nb_tfidf,std,0.02292934
2000_1090,rf_tfidf,f1_mean,0.865646802
2000_1090,rf_tfidf,ci_lower,0.816666667
2000_1090,rf_tfidf,ci_upper,0.911845813
2000_1090,rf_tfidf,std,0.023809646
2000_1090,dt_tfidf,f1_mean,0.875923509
2000_1090,dt_tfidf,ci_lower,0.836037372
2000_1090,dt_tfidf,ci_upper,0.912522459
2000_1090,dt_tfidf,std,0.019300309
2000_1090,svc_tfidf,f1_mean,0.887052164
2000_1090,svc_tfidf,ci_lower,0.840338037
2000_1090,svc_tfidf,ci_upper,0.925787902
2000_1090,svc_tfidf,std,0.021816576
2000_1090,lsvc_tfidf,f1_mean,0.887897516
2000_1090,lsvc_tfidf,ci_lower,0.842533176
2000_1090,lsvc_tfidf,ci_upper,0.927840859
2000_1090,lsvc_tfidf,std,0.023084009
2000_1090,sgd_tfidf,f1_mean,0.886829506
2000_1090,sgd_tfidf,ci_lower,0.844220585
2000_1090,sgd_tfidf,ci_upper,0.919572931
2000_1090,sgd_tfidf,std,0.018756975
2000_1090,knn_tfidf,f1_mean,0.877444981
2000_1090,knn_tfidf,ci_lower,0.837140167
2000_1090,knn_tfidf,ci_upper,0.919581949
2000_1090,knn_tfidf,std,0.02084692
2000_2080,lr_tfidf,f1_mean,0.859095339
2000_2080,lr_tfidf,ci_lower,0.816623872
2000_2080,lr_tfidf,ci_upper,0.897402479
2000_2080,lr_tfidf,std,0.021137187
2000_2080,nb_tfidf,f1_mean,0.756403423
2000_2080,nb_tfidf,ci_lower,0.693588652
2000_2080,nb_tfidf,ci_upper,0.809166555
2000_2080,nb_tfidf,std,0.031889365
2000_2080,rf_tfidf,f1_mean,0.733953382
2000_2080,rf_tfidf,ci_lower,0.671338419
2000_2080,rf_tfidf,ci_upper,0.795728814
2000_2080,rf_tfidf,std,0.030617016
2000_2080,dt_tfidf,f1_mean,0.848514029
2000_2080,dt_tfidf,ci_lower,0.807366026
2000_2080,dt_tfidf,ci_upper,0.88413655
2000_2080,dt_tfidf,std,0.019672869
2000_2080,svc_tfidf,f1_mean,0.821499046
2000_2080,svc_tfidf,ci_lower,0.767970082
2000_2080,svc_tfidf,ci_upper,0.868759248
2000_2080,svc_tfidf,std,0.025864925
2000_2080,lsvc_tfidf,f1_mean,0.860733546
2000_2080,lsvc_tfidf,ci_lower,0.818144274
2000_2080,lsvc_tfidf,ci_upper,0.903284761
2000_2080,lsvc_tfidf,std,0.021583071
2000_2080,sgd_tfidf,f1_mean,0.867650048
2000_2080,sgd_tfidf,ci_lower,0.825541661
2000_2080,sgd_tfidf,ci_upper,0.905469184
2000_2080,sgd_tfidf,std,0.020906566
2000_2080,knn_tfidf,f1_mean,0.791553536
2000_2080,knn_tfidf,ci_lower,0.738911633
2000_2080,knn_tfidf,ci_upper,0.841658336
2000_2080,knn_tfidf,std,0.027225424
2000_3070,lr_tfidf,f1_mean,0.794162028
2000_3070,lr_tfidf,ci_lower,0.747361971
2000_3070,lr_tfidf,ci_upper,0.842194486
2000_3070,lr_tfidf,std,0.024294981
2000_3070,nb_tfidf,f1_mean,0.671151973
2000_3070,nb_tfidf,ci_lower,0.611532974
2000_3070,nb_tfidf,ci_upper,0.735731987
2000_3070,nb_tfidf,std,0.031893284
2000_3070,rf_tfidf,f1_mean,0.653041402
2000_3070,rf_tfidf,ci_lower,0.586111412
2000_3070,rf_tfidf,ci_upper,0.711056105
2000_3070,rf_tfidf,std,0.033015411
2000_3070,dt_tfidf,f1_mean,0.777951709
2000_3070,dt_tfidf,ci_lower,0.735336027
2000_3070,dt_tfidf,ci_upper,0.825677966
2000_3070,dt_tfidf,std,0.023415588
2000_3070,svc_tfidf,f1_mean,0.819995958
2000_3070,svc_tfidf,ci_lower,0.771247416
2000_3070,svc_tfidf,ci_upper,0.869848942
2000_3070,svc_tfidf,std,0.024868292
2000_3070,lsvc_tfidf,f1_mean,0.808411903
2000_3070,lsvc_tfidf,ci_lower,0.764290581
2000_3070,lsvc_tfidf,ci_upper,0.850821044
2000_3070,lsvc_tfidf,std,0.022538997
2000_3070,sgd_tfidf,f1_mean,0.789862059
2000_3070,sgd_tfidf,ci_lower,0.745574744
2000_3070,sgd_tfidf,ci_upper,0.836115204
2000_3070,sgd_tfidf,std,0.023413811
2000_3070,knn_tfidf,f1_mean,0.74028025
2000_3070,knn_tfidf,ci_lower,0.683692526
2000_3070,knn_tfidf,ci_upper,0.790873781
2000_3070,knn_tfidf,std,0.02739426
2000_4060,lr_tfidf,f1_mean,0.80856793
2000_4060,lr_tfidf,ci_lower,0.764034265
2000_4060,lr_tfidf,ci_upper,0.84748693
2000_4060,lr_tfidf,std,0.022084361
2000_4060,nb_tfidf,f1_mean,0.693221038
2000_4060,nb_tfidf,ci_lower,0.633556866
2000_4060,nb_tfidf,ci_upper,0.75176835
2000_4060,nb_tfidf,std,0.030322654
2000_4060,rf_tfidf,f1_mean,0.60576004
2000_4060,rf_tfidf,ci_lower,0.542831302
2000_4060,rf_tfidf,ci_upper,0.664343785
2000_4060,rf_tfidf,std,0.031334338
2000_4060,dt_tfidf,f1_mean,0.79584909
2000_4060,dt_tfidf,ci_lower,0.748625645
2000_4060,dt_tfidf,ci_upper,0.832953144
2000_4060,dt_tfidf,std,0.022479156
2000_4060,svc_tfidf,f1_mean,0.830411225
2000_4060,svc_tfidf,ci_lower,0.784847891
2000_4060,svc_tfidf,ci_upper,0.867987754
2000_4060,svc_tfidf,std,0.021793582
2000_4060,lsvc_tfidf,f1_mean,0.805414355
2000_4060,lsvc_tfidf,ci_lower,0.757440545
2000_4060,lsvc_tfidf,ci_upper,0.846884056
2000_4060,lsvc_tfidf,std,0.02301207
2000_4060,sgd_tfidf,f1_mean,0.803140036
2000_4060,sgd_tfidf,ci_lower,0.758013524
2000_4060,sgd_tfidf,ci_upper,0.843842556
2000_4060,sgd_tfidf,std,0.022594132
2000_4060,knn_tfidf,f1_mean,0.725864934
2000_4060,knn_tfidf,ci_lower,0.676407562
2000_4060,knn_tfidf,ci_upper,0.773318193
2000_4060,knn_tfidf,std,0.024841797
2000_5050,lr_tfidf,f1_mean,0.758063651
2000_5050,lr_tfidf,ci_lower,0.70937771
2000_5050,lr_tfidf,ci_upper,0.80204105
2000_5050,lr_tfidf,std,0.023254585
2000_5050,nb_tfidf,f1_mean,0.692091646
2000_5050,nb_tfidf,ci_lower,0.639713375
2000_5050,nb_tfidf,ci_upper,0.743563372
2000_5050,nb_tfidf,std,0.026309551
2000_5050,rf_tfidf,f1_mean,0.65191644
2000_5050,rf_tfidf,ci_lower,0.598280737
2000_5050,rf_tfidf,ci_upper,0.701828931
2000_5050,rf_tfidf,std,0.026685909
2000_5050,dt_tfidf,f1_mean,0.764747718
2000_5050,dt_tfidf,ci_lower,0.718052652
2000_5050,dt_tfidf,ci_upper,0.81237493
2000_5050,dt_tfidf,std,0.02386754
2000_5050,svc_tfidf,f1_mean,0.775282015
2000_5050,svc_tfidf,ci_lower,0.724943595
2000_5050,svc_tfidf,ci_upper,0.821917738
2000_5050,svc_tfidf,std,0.024392233
2000_5050,lsvc_tfidf,f1_mean,0.764010441
2000_5050,lsvc_tfidf,ci_lower,0.717095829
2000_5050,lsvc_tfidf,ci_upper,0.807261532
2000_5050,lsvc_tfidf,std,0.022889796
2000_5050,sgd_tfidf,f1_mean,0.778567311
2000_5050,sgd_tfidf,ci_lower,0.729153174
2000_5050,sgd_tfidf,ci_upper,0.823631826
2000_5050,sgd_tfidf,std,0.0242863
2000_5050,knn_tfidf,f1_mean,0.714492803
2000_5050,knn_tfidf,ci_lower,0.663777504
2000_5050,knn_tfidf,ci_upper,0.767178298
2000_5050,knn_tfidf,std,0.025599673
3000_1090,lr_tfidf,f1_mean,0.924851931
3000_1090,lr_tfidf,ci_lower,0.89755817
3000_1090,lr_tfidf,ci_upper,0.951120494
3000_1090,lr_tfidf,std,0.014077859
3000_1090,nb_tfidf,f1_mean,0.874825048
3000_1090,nb_tfidf,ci_lower,0.837265298
3000_1090,nb_tfidf,ci_upper,0.913845759
3000_1090,nb_tfidf,std,0.019568938
3000_1090,rf_tfidf,f1_mean,0.877326915
3000_1090,rf_tfidf,ci_lower,0.83991703
3000_1090,rf_tfidf,ci_upper,0.91093889
3000_1090,rf_tfidf,std,0.018571239
